PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
26,PO-2025-0026,1,Contoso Camping Equipment,2025-12-26,2026-01-12,2026-01-12,Delivered,0.0,Main Warehouse,buyer2,Low,Order for Camping products,system,2025-12-26 14:31:14
27,PO-2026-0027,1,Contoso Camping Equipment,2026-01-24,2026-02-12,2026-02-13,Delivered,0.0,Regional DC,supply_manager,Low,Order for Camping products,system,2026-01-24 14:31:14
28,PO-2026-0028,4,Worldwide Importers,2026-01-12,2026-02-08,2026-02-09,Delivered,92011.19,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-01-12 14:31:14
29,PO-2025-0029,3,Contoso Ski Equipment,2025-12-08,2025-12-19,2025-12-22,Delivered,0.0,Backup Warehouse,buyer2,Low,Order for Ski products,system,2025-12-08 14:31:14
30,PO-2026-0030,4,Worldwide Importers,2026-01-07,2026-02-05,2026-02-06,Delivered,78211.97,Main Warehouse,buyer1,Medium,Multi-category order,system,2026-01-07 14:31:14
31,PO-2026-0031,4,Worldwide Importers,2026-02-22,2026-03-26,,InTransit,157776.43,Regional DC,buyer2,Low,Multi-category order,system,2026-02-22 14:31:14
32,PO-2026-0032,2,Contoso Kitchen,2026-01-09,2026-01-18,2026-01-18,Delivered,0.0,Backup Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-01-09 14:31:14
33,PO-2026-0033,2,Contoso Kitchen,2026-02-06,2026-02-16,2026-02-16,Delivered,0.0,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-02-06 14:31:14
34,PO-2026-0034,2,Contoso Kitchen,2026-01-28,2026-02-05,2026-02-05,Delivered,0.0,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-01-28 14:31:14
35,PO-2026-0035,5,Fabrikam,2026-02-03,2026-02-26,2026-03-01,Delivered,0.0,Backup Warehouse,supply_manager,High,Order for Ski products,system,2026-02-03 14:31:14
36,PO-2026-0036,3,Contoso Ski Equipment,2026-01-23,2026-02-06,2026-02-06,Delivered,0.0,Main Warehouse,buyer1,Medium,Order for Ski products,system,2026-01-23 14:31:14
37,PO-2025-0037,3,Contoso Ski Equipment,2025-12-17,2026-01-02,2026-01-04,Delivered,0.0,Main Warehouse,buyer1,Medium,Order for Ski products,system,2025-12-17 14:31:14
38,PO-2025-0038,4,Worldwide Importers,2025-12-13,2026-01-14,2026-01-17,Delivered,113118.91,Main Warehouse,buyer2,Low,Multi-category order,system,2025-12-13 14:31:14
39,PO-2026-0039,3,Contoso Ski Equipment,2026-01-09,2026-01-21,,InTransit,0.0,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-01-09 14:31:14
40,PO-2026-0040,4,Worldwide Importers,2026-02-01,2026-02-27,2026-03-01,Delivered,1489.84,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-01 14:31:14
41,PO-2026-0041,5,Fabrikam,2026-02-26,2026-03-22,,InTransit,0.0,Regional DC,buyer2,Medium,Order for Ski products,system,2026-02-26 14:31:14
42,PO-2025-0042,1,Contoso Camping Equipment,2025-12-30,2026-01-18,2026-01-21,Delivered,0.0,Backup Warehouse,buyer2,High,Order for Camping products,system,2025-12-30 14:31:14
43,PO-2025-0043,2,Contoso Kitchen,2025-12-09,2025-12-18,2025-12-18,Delivered,0.0,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2025-12-09 14:31:14
44,PO-2026-0044,1,Contoso Camping Equipment,2026-01-09,2026-01-22,2026-01-24,Delivered,0.0,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2026-01-09 14:31:14
45,PO-2026-0045,4,Worldwide Importers,2026-02-03,2026-03-01,2026-03-01,Delivered,79747.66,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-03 14:31:14
46,PO-2026-0046,5,Fabrikam,2026-02-19,2026-03-10,,Sent,0.0,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-19 14:31:14
47,PO-2026-0047,5,Fabrikam,2026-03-02,2026-03-28,,InTransit,0.0,Backup Warehouse,buyer2,Medium,Order for Ski products,system,2026-03-02 14:31:14
48,PO-2025-0048,1,Contoso Camping Equipment,2025-12-31,2026-01-14,2026-01-14,Delivered,0.0,Backup Warehouse,buyer2,Low,Order for Camping products,system,2025-12-31 14:31:14
49,PO-2026-0049,3,Contoso Ski Equipment,2026-01-29,2026-02-08,2026-02-09,Delivered,0.0,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-01-29 14:31:14
50,PO-2026-0050,5,Fabrikam,2026-01-13,2026-02-04,2026-02-07,Delivered,0.0,Regional DC,buyer2,Medium,Order for Ski products,system,2026-01-13 14:31:14
