ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
28,1551,BaseCamp Folding Table,Camping,2026-05-31,Monthly,117,85.11,1.5,Growing,81,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
29,1561,EcoFire Camping Stove,Camping,2026-04-01,Monthly,83,86.26,1.4,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
30,1561,EcoFire Camping Stove,Camping,2026-04-01,Weekly,19,86.15,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
31,1561,EcoFire Camping Stove,Camping,2026-04-08,Weekly,19,89.92,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
32,1561,EcoFire Camping Stove,Camping,2026-04-15,Weekly,19,83.95,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
33,1561,EcoFire Camping Stove,Camping,2026-04-22,Weekly,19,88.99,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
34,1561,EcoFire Camping Stove,Camping,2026-05-01,Monthly,84,86.26,1.5,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
35,1561,EcoFire Camping Stove,Camping,2026-05-31,Monthly,87,86.26,1.5,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
36,1571,CozyNights Sleeping Bag,Camping,2026-04-01,Monthly,112,79.87,1.4,Growing,81,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
37,1571,CozyNights Sleeping Bag,Camping,2026-04-01,Weekly,26,84.18,1.4,Growing,81,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
38,1571,CozyNights Sleeping Bag,Camping,2026-04-08,Weekly,26,79.09,1.4,Growing,81,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
39,1571,CozyNights Sleeping Bag,Camping,2026-04-15,Weekly,26,78.54,1.4,Growing,81,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
40,1571,CozyNights Sleeping Bag,Camping,2026-04-22,Weekly,26,81.45,1.4,Growing,81,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
41,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Monthly,120,79.87,1.5,Growing,81,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
42,1571,CozyNights Sleeping Bag,Camping,2026-05-31,Monthly,120,79.87,1.5,Growing,81,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
43,1511,Alpine Explorer Tent,Camping,2026-04-01,Monthly,314,90.24,1.4,Growing,214,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
44,1511,Alpine Explorer Tent,Camping,2026-04-01,Weekly,73,86.97,1.4,Growing,214,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
45,1511,Alpine Explorer Tent,Camping,2026-04-08,Weekly,73,86.09,1.4,Growing,214,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
46,1511,Alpine Explorer Tent,Camping,2026-04-15,Weekly,73,89.33,1.4,Growing,214,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
47,1511,Alpine Explorer Tent,Camping,2026-04-22,Weekly,73,92.59,1.4,Growing,214,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
48,1511,Alpine Explorer Tent,Camping,2026-05-01,Monthly,323,90.24,1.5,Growing,214,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
49,1511,Alpine Explorer Tent,Camping,2026-05-31,Monthly,324,90.24,1.5,Growing,214,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
50,1522,SummitClimber Backpack,Camping,2026-04-01,Monthly,259,87.87,1.4,Growing,189,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
51,1522,SummitClimber Backpack,Camping,2026-04-01,Weekly,60,92.4,1.4,Growing,189,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
52,1522,SummitClimber Backpack,Camping,2026-04-08,Weekly,60,84.86,1.4,Growing,189,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
53,1522,SummitClimber Backpack,Camping,2026-04-15,Weekly,60,90.4,1.4,Growing,189,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
54,1522,SummitClimber Backpack,Camping,2026-04-22,Weekly,60,88.08,1.4,Growing,189,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
55,1522,SummitClimber Backpack,Camping,2026-05-01,Monthly,286,87.87,1.5,Growing,189,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
56,1522,SummitClimber Backpack,Camping,2026-05-31,Monthly,294,87.87,1.5,Growing,189,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
57,1532,TrailBlaze Hiking Pants,Camping,2026-04-01,Monthly,254,79.95,1.4,Growing,179,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
58,1532,TrailBlaze Hiking Pants,Camping,2026-04-01,Weekly,59,81.05,1.4,Growing,179,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
59,1532,TrailBlaze Hiking Pants,Camping,2026-04-08,Weekly,59,80.59,1.4,Growing,179,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
60,1532,TrailBlaze Hiking Pants,Camping,2026-04-15,Weekly,59,79.97,1.4,Growing,179,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
61,1532,TrailBlaze Hiking Pants,Camping,2026-04-22,Weekly,59,78.14,1.4,Growing,179,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
62,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Monthly,278,79.95,1.5,Growing,179,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
63,1532,TrailBlaze Hiking Pants,Camping,2026-05-31,Monthly,257,79.95,1.5,Growing,179,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
64,1542,TrailWalker Hiking Shoes,Camping,2026-04-01,Monthly,209,93.22,1.4,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
65,1542,TrailWalker Hiking Shoes,Camping,2026-04-01,Weekly,48,89.94,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
66,1542,TrailWalker Hiking Shoes,Camping,2026-04-08,Weekly,48,92.42,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
67,1542,TrailWalker Hiking Shoes,Camping,2026-04-15,Weekly,48,88.23,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
68,1542,TrailWalker Hiking Shoes,Camping,2026-04-22,Weekly,48,89.55,1.4,Growing,148,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
69,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Monthly,223,93.22,1.5,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
70,1542,TrailWalker Hiking Shoes,Camping,2026-05-31,Monthly,216,93.22,1.5,Growing,148,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
71,1552,TrekMaster Camping Chair,Camping,2026-04-01,Monthly,113,92.27,1.4,Growing,84,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
72,1552,TrekMaster Camping Chair,Camping,2026-04-01,Weekly,26,92.48,1.4,Growing,84,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
73,1552,TrekMaster Camping Chair,Camping,2026-04-08,Weekly,26,97.08,1.4,Growing,84,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
74,1552,TrekMaster Camping Chair,Camping,2026-04-15,Weekly,26,95.63,1.4,Growing,84,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
75,1552,TrekMaster Camping Chair,Camping,2026-04-22,Weekly,26,90.83,1.4,Growing,84,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
76,1552,TrekMaster Camping Chair,Camping,2026-05-01,Monthly,126,92.27,1.5,Growing,84,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
77,1552,TrekMaster Camping Chair,Camping,2026-05-31,Monthly,124,92.27,1.5,Growing,84,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
78,1562,PowerBurner Camping Stove,Camping,2026-04-01,Monthly,91,91.93,1.4,Growing,63,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
79,1562,PowerBurner Camping Stove,Camping,2026-04-01,Weekly,21,91.02,1.4,Growing,63,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
80,1562,PowerBurner Camping Stove,Camping,2026-04-08,Weekly,21,96.39,1.4,Growing,63,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
81,1562,PowerBurner Camping Stove,Camping,2026-04-15,Weekly,21,93.49,1.4,Growing,63,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
82,1562,PowerBurner Camping Stove,Camping,2026-04-22,Weekly,21,92.05,1.4,Growing,63,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
83,1562,PowerBurner Camping Stove,Camping,2026-05-01,Monthly,94,91.93,1.5,Growing,63,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
84,1562,PowerBurner Camping Stove,Camping,2026-05-31,Monthly,97,91.93,1.5,Growing,63,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
85,1572,MountainDream Sleeping Bag,Camping,2026-04-01,Monthly,128,80.92,1.4,Growing,93,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
86,1572,MountainDream Sleeping Bag,Camping,2026-04-01,Weekly,29,77.51,1.4,Growing,93,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
87,1572,MountainDream Sleeping Bag,Camping,2026-04-08,Weekly,29,77.8,1.4,Growing,93,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
88,1572,MountainDream Sleeping Bag,Camping,2026-04-15,Weekly,29,83.16,1.4,Growing,93,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
89,1572,MountainDream Sleeping Bag,Camping,2026-04-22,Weekly,29,76.03,1.4,Growing,93,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
90,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,143,80.92,1.5,Growing,93,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
91,1572,MountainDream Sleeping Bag,Camping,2026-05-31,Monthly,145,80.92,1.5,Growing,93,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
92,1512,SkyView 2-Person Tent,Camping,2026-04-01,Monthly,300,92.56,1.4,Growing,216,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
93,1512,SkyView 2-Person Tent,Camping,2026-04-01,Weekly,69,89.91,1.4,Growing,216,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
94,1512,SkyView 2-Person Tent,Camping,2026-04-08,Weekly,69,90.09,1.4,Growing,216,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
95,1512,SkyView 2-Person Tent,Camping,2026-04-15,Weekly,69,88.64,1.4,Growing,216,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
96,1512,SkyView 2-Person Tent,Camping,2026-04-22,Weekly,69,93.84,1.4,Growing,216,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
97,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,331,92.56,1.5,Growing,216,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
98,1512,SkyView 2-Person Tent,Camping,2026-05-31,Monthly,311,92.56,1.5,Growing,216,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
99,1523,TrailLite Daypack,Camping,2026-04-01,Monthly,268,85.43,1.4,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
100,1523,TrailLite Daypack,Camping,2026-04-01,Weekly,62,81.3,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
101,1523,TrailLite Daypack,Camping,2026-04-08,Weekly,62,81.19,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
102,1523,TrailLite Daypack,Camping,2026-04-15,Weekly,62,87.37,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
103,1523,TrailLite Daypack,Camping,2026-04-22,Weekly,62,89.44,1.4,Growing,196,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
104,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,285,85.43,1.5,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
105,1523,TrailLite Daypack,Camping,2026-05-31,Monthly,305,85.43,1.5,Growing,196,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
106,1533,RainGuard Hiking Jacket,Camping,2026-04-01,Monthly,248,89.58,1.4,Growing,182,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
107,1533,RainGuard Hiking Jacket,Camping,2026-04-01,Weekly,57,88.9,1.4,Growing,182,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
108,1533,RainGuard Hiking Jacket,Camping,2026-04-08,Weekly,57,92.66,1.4,Growing,182,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
109,1533,RainGuard Hiking Jacket,Camping,2026-04-15,Weekly,57,93.09,1.4,Growing,182,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
110,1533,RainGuard Hiking Jacket,Camping,2026-04-22,Weekly,57,88.31,1.4,Growing,182,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
111,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,272,89.58,1.5,Growing,182,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
112,1533,RainGuard Hiking Jacket,Camping,2026-05-31,Monthly,283,89.58,1.5,Growing,182,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
113,1543,TrekStar Hiking Sandals,Camping,2026-04-01,Monthly,199,93.88,1.4,Growing,141,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
114,1543,TrekStar Hiking Sandals,Camping,2026-04-01,Weekly,46,97.92,1.4,Growing,141,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
115,1543,TrekStar Hiking Sandals,Camping,2026-04-08,Weekly,46,92.1,1.4,Growing,141,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
116,1543,TrekStar Hiking Sandals,Camping,2026-04-15,Weekly,46,93.96,1.4,Growing,141,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
117,1543,TrekStar Hiking Sandals,Camping,2026-04-22,Weekly,46,98.86,1.4,Growing,141,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
118,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,215,93.88,1.5,Growing,141,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
119,1543,TrekStar Hiking Sandals,Camping,2026-05-31,Monthly,202,93.88,1.5,Growing,141,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
120,1553,Adventure Dining Table,Camping,2026-04-01,Monthly,107,81.0,1.4,Growing,78,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
121,1553,Adventure Dining Table,Camping,2026-04-01,Weekly,24,85.97,1.4,Growing,78,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
122,1553,Adventure Dining Table,Camping,2026-04-08,Weekly,24,77.07,1.4,Growing,78,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
123,1553,Adventure Dining Table,Camping,2026-04-15,Weekly,24,82.23,1.4,Growing,78,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
124,1553,Adventure Dining Table,Camping,2026-04-22,Weekly,24,77.65,1.4,Growing,78,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
125,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,117,81.0,1.5,Growing,78,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
126,1553,Adventure Dining Table,Camping,2026-05-31,Monthly,111,81.0,1.5,Growing,78,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
127,1563,CompactCook Camping Stove,Camping,2026-04-01,Monthly,80,85.44,1.4,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
128,1563,CompactCook Camping Stove,Camping,2026-04-01,Weekly,18,80.66,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
129,1563,CompactCook Camping Stove,Camping,2026-04-08,Weekly,18,82.76,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
130,1563,CompactCook Camping Stove,Camping,2026-04-15,Weekly,18,81.52,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
131,1563,CompactCook Camping Stove,Camping,2026-04-22,Weekly,18,82.05,1.4,Growing,59,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
132,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,91,85.44,1.5,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
133,1563,CompactCook Camping Stove,Camping,2026-05-31,Monthly,92,85.44,1.5,Growing,59,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
134,1581,LED Headlamp - Rechargeable,Camping,2026-04-01,Monthly,42,80.85,1.4,Growing,31,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
135,1581,LED Headlamp - Rechargeable,Camping,2026-04-01,Weekly,9,81.1,1.4,Growing,31,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
136,1581,LED Headlamp - Rechargeable,Camping,2026-04-08,Weekly,9,80.38,1.4,Growing,31,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
137,1581,LED Headlamp - Rechargeable,Camping,2026-04-15,Weekly,9,80.41,1.4,Growing,31,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
138,1581,LED Headlamp - Rechargeable,Camping,2026-04-22,Weekly,9,78.4,1.4,Growing,31,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
139,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,46,80.85,1.5,Growing,31,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
140,1581,LED Headlamp - Rechargeable,Camping,2026-05-31,Monthly,47,80.85,1.5,Growing,31,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
141,2011,Coffee Maker,Kitchen,2026-04-01,Monthly,785,82.75,1.1,Stable,688,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
142,2011,Coffee Maker,Kitchen,2026-04-01,Weekly,182,78.72,1.1,Stable,688,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
143,2011,Coffee Maker,Kitchen,2026-04-08,Weekly,182,78.35,1.1,Stable,688,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
144,2011,Coffee Maker,Kitchen,2026-04-15,Weekly,182,86.97,1.1,Stable,688,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
145,2011,Coffee Maker,Kitchen,2026-04-22,Weekly,182,81.8,1.1,Stable,688,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
146,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,679,82.75,1.0,Stable,688,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
147,2011,Coffee Maker,Kitchen,2026-05-31,Monthly,702,82.75,1.0,Stable,688,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
148,2012,Espresso Machine,Kitchen,2026-04-01,Monthly,807,77.56,1.1,Stable,723,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
149,2012,Espresso Machine,Kitchen,2026-04-01,Weekly,187,76.28,1.1,Stable,723,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
150,2012,Espresso Machine,Kitchen,2026-04-08,Weekly,187,78.31,1.1,Stable,723,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
151,2012,Espresso Machine,Kitchen,2026-04-15,Weekly,187,78.23,1.1,Stable,723,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
152,2012,Espresso Machine,Kitchen,2026-04-22,Weekly,187,76.32,1.1,Stable,723,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
153,2012,Espresso Machine,Kitchen,2026-05-01,Monthly,717,77.56,1.0,Stable,723,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
154,2012,Espresso Machine,Kitchen,2026-05-31,Monthly,715,77.56,1.0,Stable,723,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
155,2021,Chef Knife,Kitchen,2026-04-01,Monthly,547,77.61,1.1,Stable,482,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
156,2021,Chef Knife,Kitchen,2026-04-01,Weekly,127,82.38,1.1,Stable,482,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
157,2021,Chef Knife,Kitchen,2026-04-08,Weekly,127,80.47,1.1,Stable,482,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
158,2021,Chef Knife,Kitchen,2026-04-15,Weekly,127,79.31,1.1,Stable,482,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
159,2021,Chef Knife,Kitchen,2026-04-22,Weekly,127,77.2,1.1,Stable,482,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
160,2021,Chef Knife,Kitchen,2026-05-01,Monthly,494,77.61,1.0,Stable,482,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
161,2021,Chef Knife,Kitchen,2026-05-31,Monthly,496,77.61,1.0,Stable,482,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
162,2022,Fork Set,Kitchen,2026-04-01,Monthly,501,83.5,1.1,Stable,477,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
163,2022,Fork Set,Kitchen,2026-04-01,Weekly,116,84.69,1.1,Stable,477,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
164,2022,Fork Set,Kitchen,2026-04-08,Weekly,116,83.2,1.1,Stable,477,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
165,2022,Fork Set,Kitchen,2026-04-15,Weekly,116,87.7,1.1,Stable,477,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
166,2022,Fork Set,Kitchen,2026-04-22,Weekly,116,88.48,1.1,Stable,477,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
167,2022,Fork Set,Kitchen,2026-05-01,Monthly,479,83.5,1.0,Stable,477,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
