PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
25,7,PO-2025-0007,2022,Fork Set,Kitchen,99,93.0,31.48,3116.52,Backordered,2026-01-11,2026-01-13,Supplier SKU: WOR-2022,system,2025-12-17 12:55:11
26,8,PO-2026-0008,2041,Serving Platter,Kitchen,175,175.0,44.11,7719.25,Received,2026-02-11,2026-02-11,Supplier SKU: PRO-2041,system,2026-01-28 12:55:11
27,9,PO-2026-0009,3052,Thermal Base Layer Set - Women's,Ski,18,,98.81,1778.58,Shipped,2026-03-29,,Supplier SKU: WOR-3052,system,2026-03-10 12:55:11
28,9,PO-2026-0009,3032,Comfort Fit Recreational Boots,Ski,105,,309.26,32472.3,Shipped,2026-03-29,,Supplier SKU: WOR-3032,system,2026-03-10 12:55:11
29,10,PO-2026-0010,2071,Baking Pan,Kitchen,3,3.0,22.13,66.39,Received,2026-01-25,2026-01-26,Supplier SKU: PRO-2071,system,2026-01-15 12:55:11
30,10,PO-2026-0010,2021,Chef Knife,Kitchen,27,24.0,60.02,1620.54,Backordered,2026-01-25,2026-01-26,Supplier SKU: PRO-2021,system,2026-01-15 12:55:11
31,11,PO-2026-0011,1521,Adventurer Pro Backpack,Camping,86,86.0,135.71,11671.06,Received,2026-01-30,2026-02-01,Supplier SKU: CON-1521,system,2026-01-19 12:55:11
32,11,PO-2026-0011,1563,CompactCook Camping Stove,Camping,33,33.0,63.41,2092.53,Received,2026-01-30,2026-02-01,Supplier SKU: CON-1563,system,2026-01-19 12:55:11
33,11,PO-2026-0011,1533,RainGuard Hiking Jacket,Camping,27,27.0,109.13,2946.51,Received,2026-01-30,2026-02-01,Supplier SKU: CON-1533,system,2026-01-19 12:55:11
34,11,PO-2026-0011,1551,BaseCamp Folding Table,Camping,5,5.0,60.45,302.25,Received,2026-01-30,2026-02-01,Supplier SKU: CON-1551,system,2026-01-19 12:55:11
35,11,PO-2026-0011,1571,CozyNights Sleeping Bag,Camping,68,68.0,122.54,8332.72,Received,2026-01-30,2026-02-01,Supplier SKU: CON-1571,system,2026-01-19 12:55:11
36,12,PO-2026-0012,3104,Ski Tuning Bench - Portable,Ski,109,,144.65,15766.85,Shipped,2026-01-25,,Supplier SKU: FAB-3104,system,2026-01-09 12:55:11
37,12,PO-2026-0012,3022,Backcountry Explorer XC Skis - 190cm,Ski,108,,392.65,42406.2,Shipped,2026-01-25,,Supplier SKU: FAB-3022,system,2026-01-09 12:55:11
38,12,PO-2026-0012,3042,Aluminum All-Mountain Poles - 115cm,Ski,119,,78.75,9371.25,Shipped,2026-01-25,,Supplier SKU: FAB-3042,system,2026-01-09 12:55:11
39,12,PO-2026-0012,3101,Winter Boots - Insulated,Ski,5,,110.84,554.2,Shipped,2026-01-25,,Supplier SKU: FAB-3101,system,2026-01-09 12:55:11
40,13,PO-2025-0013,1531,Summit Breeze Jacket,Camping,49,49.0,108.38,5310.62,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1531,system,2025-12-20 12:55:11
41,13,PO-2025-0013,1522,SummitClimber Backpack,Camping,24,24.0,136.95,3286.8,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1522,system,2025-12-20 12:55:11
42,13,PO-2025-0013,1512,SkyView 2-Person Tent,Camping,37,37.0,240.32,8891.84,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1512,system,2025-12-20 12:55:11
43,13,PO-2025-0013,1581,LED Headlamp - Rechargeable,Camping,4,4.0,51.6,206.4,Received,2025-12-29,2025-12-30,Supplier SKU: CON-1581,system,2025-12-20 12:55:11
44,14,PO-2026-0014,2091,Spatula,Kitchen,126,126.0,8.73,1099.98,Received,2026-01-26,2026-01-26,Supplier SKU: PRO-2091,system,2026-01-12 12:55:11
45,14,PO-2026-0014,2112,4-Slice Toaster,Kitchen,85,85.0,58.11,4939.35,Received,2026-01-26,2026-01-26,Supplier SKU: PRO-2112,system,2026-01-12 12:55:11
46,14,PO-2026-0014,2031,Coffee Mug,Kitchen,1,1.0,22.04,22.04,Received,2026-01-26,2026-01-26,Supplier SKU: PRO-2031,system,2026-01-12 12:55:11
47,14,PO-2026-0014,2051,Ice Cream Bowl,Kitchen,11,8.0,18.53,203.83,Backordered,2026-01-26,2026-01-26,Supplier SKU: PRO-2051,system,2026-01-12 12:55:11
48,14,PO-2026-0014,2121,Bamboo Cutting Board Set,Kitchen,2,1.0,28.33,56.66,Backordered,2026-01-26,2026-01-26,Supplier SKU: PRO-2121,system,2026-01-12 12:55:11
49,15,PO-2026-0015,3022,Backcountry Explorer XC Skis - 190cm,Ski,30,30.0,392.65,11779.5,Received,2026-01-17,2026-01-18,Supplier SKU: FAB-3022,system,2026-01-04 12:55:11
50,16,PO-2026-0016,3032,Comfort Fit Recreational Boots,Ski,28,,309.26,8659.28,Shipped,2026-03-01,,Supplier SKU: WOR-3032,system,2026-02-03 12:55:11
51,16,PO-2026-0016,1511,Alpine Explorer Tent,Camping,154,,327.26,50398.04,Shipped,2026-03-01,,Supplier SKU: WOR-1511,system,2026-02-03 12:55:11
52,16,PO-2026-0016,3071,Ski Boot Bag - Premium,Ski,2,,50.59,101.18,Shipped,2026-03-01,,Supplier SKU: WOR-3071,system,2026-02-03 12:55:11
53,16,PO-2026-0016,3051,Insulated Ski Jacket - Men's,Ski,106,,225.55,23908.3,Shipped,2026-03-01,,Supplier SKU: WOR-3051,system,2026-02-03 12:55:11
54,17,PO-2026-0017,1541,TrekReady Hiking Boots,Camping,16,16.0,131.81,2108.96,Received,2026-02-04,2026-02-05,Supplier SKU: CON-1541,system,2026-01-25 12:55:11
55,18,PO-2026-0018,2051,Ice Cream Bowl,Kitchen,22,22.0,18.53,407.66,Received,2026-02-01,2026-02-15,Supplier SKU: PRO-2051,system,2026-01-20 12:55:11
56,18,PO-2026-0018,2021,Chef Knife,Kitchen,16,16.0,60.02,960.32,Received,2026-02-01,2026-02-15,Supplier SKU: PRO-2021,system,2026-01-20 12:55:11
57,18,PO-2026-0018,2121,Bamboo Cutting Board Set,Kitchen,1,1.0,28.33,28.33,Received,2026-02-01,2026-02-15,Supplier SKU: PRO-2121,system,2026-01-20 12:55:11
58,18,PO-2026-0018,2081,Food Storage Set,Kitchen,213,213.0,26.07,5552.91,Received,2026-02-01,2026-02-15,Supplier SKU: PRO-2081,system,2026-01-20 12:55:11
59,19,PO-2026-0019,3041,Carbon Fiber Racing Poles - 120cm,Ski,43,43.0,126.56,5442.08,Received,2026-01-18,2026-01-20,Supplier SKU: ALP-3041,system,2026-01-07 12:55:11
60,19,PO-2026-0019,3104,Ski Tuning Bench - Portable,Ski,74,74.0,141.5,10471.0,Received,2026-01-18,2026-01-20,Supplier SKU: ALP-3104,system,2026-01-07 12:55:11
61,19,PO-2026-0019,3013,Beginner's Choice Alpine Skis - 160cm,Ski,28,28.0,273.87,7668.36,Received,2026-01-18,2026-01-20,Supplier SKU: ALP-3013,system,2026-01-07 12:55:11
62,19,PO-2026-0019,3032,Comfort Fit Recreational Boots,Ski,12,12.0,315.5,3786.0,Received,2026-01-18,2026-01-20,Supplier SKU: ALP-3032,system,2026-01-07 12:55:11
63,19,PO-2026-0019,3031,Pro Flex Racing Ski Boots,Ski,31,31.0,492.82,15277.42,Received,2026-01-18,2026-01-20,Supplier SKU: ALP-3031,system,2026-01-07 12:55:11
64,20,PO-2026-0020,1541,TrekReady Hiking Boots,Camping,21,15.0,131.81,2768.01,Backordered,2026-03-01,2026-03-04,Supplier SKU: CON-1541,system,2026-02-15 12:55:11
65,20,PO-2026-0020,1542,TrailWalker Hiking Shoes,Camping,26,26.0,92.25,2398.5,Received,2026-03-01,2026-03-04,Supplier SKU: CON-1542,system,2026-02-15 12:55:11
66,20,PO-2026-0020,1581,LED Headlamp - Rechargeable,Camping,2,2.0,51.6,103.2,Received,2026-03-01,2026-03-04,Supplier SKU: CON-1581,system,2026-02-15 12:55:11
67,20,PO-2026-0020,1523,TrailLite Daypack,Camping,106,106.0,58.21,6170.26,Received,2026-03-01,2026-03-04,Supplier SKU: CON-1523,system,2026-02-15 12:55:11
68,21,PO-2025-0021,2101,Measuring Cup Set,Kitchen,1,1.0,14.18,14.18,Received,2026-01-12,2026-01-13,Supplier SKU: PRO-2101,system,2025-12-30 12:55:11
69,21,PO-2025-0021,2091,Spatula,Kitchen,248,248.0,8.73,2165.04,Received,2026-01-12,2026-01-13,Supplier SKU: PRO-2091,system,2025-12-30 12:55:11
70,21,PO-2025-0021,2112,4-Slice Toaster,Kitchen,240,240.0,58.11,13946.4,Received,2026-01-12,2026-01-13,Supplier SKU: PRO-2112,system,2025-12-30 12:55:11
71,21,PO-2025-0021,2121,Bamboo Cutting Board Set,Kitchen,5,5.0,28.33,141.65,Received,2026-01-12,2026-01-13,Supplier SKU: PRO-2121,system,2025-12-30 12:55:11
72,21,PO-2025-0021,2081,Food Storage Set,Kitchen,205,205.0,26.07,5344.35,Received,2026-01-12,2026-01-13,Supplier SKU: PRO-2081,system,2025-12-30 12:55:11
73,22,PO-2026-0022,2031,Coffee Mug,Kitchen,1,1.0,22.04,22.04,Received,2026-02-26,2026-03-01,Supplier SKU: PRO-2031,system,2026-02-18 12:55:11
74,22,PO-2026-0022,2101,Measuring Cup Set,Kitchen,3,3.0,14.18,42.54,Received,2026-02-26,2026-03-01,Supplier SKU: PRO-2101,system,2026-02-18 12:55:11
75,22,PO-2026-0022,2022,Fork Set,Kitchen,16,15.0,31.18,498.88,Backordered,2026-02-26,2026-03-01,Supplier SKU: PRO-2022,system,2026-02-18 12:55:11
76,22,PO-2026-0022,2071,Baking Pan,Kitchen,1,1.0,22.13,22.13,Received,2026-02-26,2026-03-01,Supplier SKU: PRO-2071,system,2026-02-18 12:55:11
77,22,PO-2026-0022,2112,4-Slice Toaster,Kitchen,174,174.0,58.11,10111.14,Received,2026-02-26,2026-03-01,Supplier SKU: PRO-2112,system,2026-02-18 12:55:11
78,23,PO-2026-0023,1511,Alpine Explorer Tent,Camping,159,159.0,319.74,50838.66,Received,2026-02-15,2026-02-17,Supplier SKU: CON-1511,system,2026-02-02 12:55:11
79,23,PO-2026-0023,1572,MountainDream Sleeping Bag,Camping,19,19.0,230.09,4371.71,Received,2026-02-15,2026-02-17,Supplier SKU: CON-1572,system,2026-02-02 12:55:11
80,23,PO-2026-0023,1571,CozyNights Sleeping Bag,Camping,79,79.0,122.54,9680.66,Received,2026-02-15,2026-02-17,Supplier SKU: CON-1571,system,2026-02-02 12:55:11
81,23,PO-2026-0023,1523,TrailLite Daypack,Camping,26,26.0,58.21,1513.46,Received,2026-02-15,2026-02-17,Supplier SKU: CON-1523,system,2026-02-02 12:55:11
82,23,PO-2026-0023,1512,SkyView 2-Person Tent,Camping,31,31.0,240.32,7449.92,Received,2026-02-15,2026-02-17,Supplier SKU: CON-1512,system,2026-02-02 12:55:11
83,24,PO-2026-0024,3022,Backcountry Explorer XC Skis - 190cm,Ski,98,98.0,392.65,38479.7,Received,2026-02-25,2026-02-26,Supplier SKU: FAB-3022,system,2026-02-08 12:55:11
84,24,PO-2026-0024,3101,Winter Boots - Insulated,Ski,4,4.0,110.84,443.36,Received,2026-02-25,2026-02-26,Supplier SKU: FAB-3101,system,2026-02-08 12:55:11
85,24,PO-2026-0024,3042,Aluminum All-Mountain Poles - 115cm,Ski,72,62.0,78.75,5670.0,Backordered,2026-02-25,2026-02-26,Supplier SKU: FAB-3042,system,2026-02-08 12:55:11
86,25,PO-2026-0025,2021,Chef Knife,Kitchen,29,,60.02,1740.58,Pending,2026-03-16,,Supplier SKU: PRO-2021,system,2026-03-07 12:55:11
87,25,PO-2026-0025,2012,Espresso Machine,Kitchen,17,,274.61,4668.37,Pending,2026-03-16,,Supplier SKU: PRO-2012,system,2026-03-07 12:55:11
88,25,PO-2026-0025,2051,Ice Cream Bowl,Kitchen,5,,18.53,92.65,Pending,2026-03-16,,Supplier SKU: PRO-2051,system,2026-03-07 12:55:11
89,26,PO-2026-0026,2022,Fork Set,Kitchen,6,6.0,31.18,187.08,Received,2026-01-29,2026-02-01,Supplier SKU: PRO-2022,system,2026-01-14 12:55:11
90,26,PO-2026-0026,2121,Bamboo Cutting Board Set,Kitchen,4,4.0,28.33,113.32,Received,2026-01-29,2026-02-01,Supplier SKU: PRO-2121,system,2026-01-14 12:55:11
91,26,PO-2026-0026,2061,Mixing Bowl,Kitchen,61,61.0,28.31,1726.91,Received,2026-01-29,2026-02-01,Supplier SKU: PRO-2061,system,2026-01-14 12:55:11
92,26,PO-2026-0026,2081,Food Storage Set,Kitchen,111,111.0,26.07,2893.77,Received,2026-01-29,2026-02-01,Supplier SKU: PRO-2081,system,2026-01-14 12:55:11
93,26,PO-2026-0026,2111,High-Speed Blender,Kitchen,122,122.0,125.46,15306.12,Received,2026-01-29,2026-02-01,Supplier SKU: PRO-2111,system,2026-01-14 12:55:11
94,27,PO-2026-0027,3052,Thermal Base Layer Set - Women's,Ski,18,,98.81,1778.58,Shipped,2026-04-03,,Supplier SKU: WOR-3052,system,2026-03-10 12:55:11
95,27,PO-2026-0027,2011,Coffee Maker,Kitchen,4,,132.18,528.72,Shipped,2026-04-03,,Supplier SKU: WOR-2011,system,2026-03-10 12:55:11
96,28,PO-2025-0028,3104,Ski Tuning Bench - Portable,Ski,34,34.0,144.65,4918.1,Received,2025-12-26,2025-12-27,Supplier SKU: FAB-3104,system,2025-12-14 12:55:11
97,28,PO-2025-0028,3022,Backcountry Explorer XC Skis - 190cm,Ski,57,57.0,392.65,22381.05,Received,2025-12-26,2025-12-27,Supplier SKU: FAB-3022,system,2025-12-14 12:55:11
98,29,PO-2026-0029,3052,Thermal Base Layer Set - Women's,Ski,33,,98.81,3260.73,Pending,2026-04-02,,Supplier SKU: WOR-3052,system,2026-03-10 12:55:11
99,29,PO-2026-0029,3033,Women's Performance Ski Boots,Ski,90,,450.2,40518.0,Pending,2026-04-02,,Supplier SKU: WOR-3033,system,2026-03-10 12:55:11
100,29,PO-2026-0029,1542,TrailWalker Hiking Shoes,Camping,85,,90.5,7692.5,Pending,2026-04-02,,Supplier SKU: WOR-1542,system,2026-03-10 12:55:11
101,29,PO-2026-0029,3104,Ski Tuning Bench - Portable,Ski,107,,146.56,15681.92,Pending,2026-04-02,,Supplier SKU: WOR-3104,system,2026-03-10 12:55:11
102,30,PO-2025-0030,3042,Aluminum All-Mountain Poles - 115cm,Ski,97,97.0,78.75,7638.75,Received,2026-01-08,2026-01-08,Supplier SKU: FAB-3042,system,2025-12-27 12:55:11
103,30,PO-2025-0030,3104,Ski Tuning Bench - Portable,Ski,33,33.0,144.65,4773.45,Received,2026-01-08,2026-01-08,Supplier SKU: FAB-3104,system,2025-12-27 12:55:11
104,30,PO-2025-0030,3022,Backcountry Explorer XC Skis - 190cm,Ski,29,29.0,392.65,11386.85,Received,2026-01-08,2026-01-08,Supplier SKU: FAB-3022,system,2025-12-27 12:55:11
105,30,PO-2025-0030,3101,Winter Boots - Insulated,Ski,1,1.0,110.84,110.84,Received,2026-01-08,2026-01-08,Supplier SKU: FAB-3101,system,2025-12-27 12:55:11
106,31,PO-2026-0031,3104,Ski Tuning Bench - Portable,Ski,26,26.0,144.65,3760.9,Received,2026-02-24,2026-02-26,Supplier SKU: FAB-3104,system,2026-02-09 12:55:11
107,31,PO-2026-0031,3042,Aluminum All-Mountain Poles - 115cm,Ski,99,99.0,78.75,7796.25,Received,2026-02-24,2026-02-26,Supplier SKU: FAB-3042,system,2026-02-09 12:55:11
108,31,PO-2026-0031,3022,Backcountry Explorer XC Skis - 190cm,Ski,54,54.0,392.65,21203.1,Received,2026-02-24,2026-02-26,Supplier SKU: FAB-3022,system,2026-02-09 12:55:11
109,31,PO-2026-0031,3101,Winter Boots - Insulated,Ski,1,0.0,110.84,110.84,Backordered,2026-02-24,2026-02-26,Supplier SKU: FAB-3101,system,2026-02-09 12:55:11
110,32,PO-2026-0032,1561,EcoFire Camping Stove,Camping,9,7.0,93.65,842.85,Backordered,2026-01-26,2026-01-27,Supplier SKU: CON-1561,system,2026-01-12 12:55:11
111,32,PO-2026-0032,1563,CompactCook Camping Stove,Camping,15,15.0,63.41,951.15,Received,2026-01-26,2026-01-27,Supplier SKU: CON-1563,system,2026-01-12 12:55:11
112,33,PO-2025-0033,2012,Espresso Machine,Kitchen,8,8.0,274.61,2196.88,Received,2026-01-10,2026-01-11,Supplier SKU: PRO-2012,system,2025-12-31 12:55:11
113,33,PO-2025-0033,2091,Spatula,Kitchen,249,207.0,8.73,2173.77,Backordered,2026-01-10,2026-01-11,Supplier SKU: PRO-2091,system,2025-12-31 12:55:11
114,34,PO-2026-0034,3022,Backcountry Explorer XC Skis - 190cm,Ski,38,38.0,392.65,14920.7,Received,2026-02-18,2026-02-21,Supplier SKU: FAB-3022,system,2026-01-30 12:55:11
115,34,PO-2026-0034,3101,Winter Boots - Insulated,Ski,5,5.0,110.84,554.2,Received,2026-02-18,2026-02-21,Supplier SKU: FAB-3101,system,2026-01-30 12:55:11
116,35,PO-2025-0035,3071,Ski Boot Bag - Premium,Ski,3,3.0,50.59,151.77,Received,2026-01-10,2026-01-13,Supplier SKU: WOR-3071,system,2025-12-16 12:55:11
117,35,PO-2025-0035,2011,Coffee Maker,Kitchen,2,2.0,132.18,264.36,Received,2026-01-10,2026-01-13,Supplier SKU: WOR-2011,system,2025-12-16 12:55:11
118,35,PO-2025-0035,3032,Comfort Fit Recreational Boots,Ski,25,25.0,309.26,7731.5,Received,2026-01-10,2026-01-13,Supplier SKU: WOR-3032,system,2025-12-16 12:55:11
119,36,PO-2026-0036,3042,Aluminum All-Mountain Poles - 115cm,Ski,42,42.0,65.6,2755.2,Received,2026-02-13,2026-02-13,Supplier SKU: ALP-3042,system,2026-02-02 12:55:11
120,36,PO-2026-0036,3092,All-Mountain Snowboard - 158cm,Ski,31,31.0,591.02,18321.62,Received,2026-02-13,2026-02-13,Supplier SKU: ALP-3092,system,2026-02-02 12:55:11
121,36,PO-2026-0036,3021,Nordic Classic XC Skis - 185cm,Ski,12,12.0,237.76,2853.12,Received,2026-02-13,2026-02-13,Supplier SKU: ALP-3021,system,2026-02-02 12:55:11
122,36,PO-2026-0036,3011,Alpine Pro Racing Skis - 170cm,Ski,46,46.0,926.95,42639.7,Received,2026-02-13,2026-02-13,Supplier SKU: ALP-3011,system,2026-02-02 12:55:11
123,37,PO-2026-0037,1542,TrailWalker Hiking Shoes,Camping,91,91.0,90.5,8235.5,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-1542,system,2026-01-01 12:55:11
124,37,PO-2026-0037,1511,Alpine Explorer Tent,Camping,57,57.0,327.26,18653.82,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-1511,system,2026-01-01 12:55:11
125,37,PO-2026-0037,2011,Coffee Maker,Kitchen,3,3.0,132.18,396.54,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-2011,system,2026-01-01 12:55:11
126,37,PO-2026-0037,3051,Insulated Ski Jacket - Men's,Ski,111,111.0,225.55,25036.05,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-3051,system,2026-01-01 12:55:11
127,37,PO-2026-0037,3033,Women's Performance Ski Boots,Ski,107,107.0,450.2,48171.4,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-3033,system,2026-01-01 12:55:11
128,38,PO-2026-0038,2011,Coffee Maker,Kitchen,3,3.0,132.18,396.54,Received,2026-02-17,2026-02-19,Supplier SKU: WOR-2011,system,2026-01-28 12:55:11
129,38,PO-2026-0038,3104,Ski Tuning Bench - Portable,Ski,116,116.0,146.56,17000.96,Received,2026-02-17,2026-02-19,Supplier SKU: WOR-3104,system,2026-01-28 12:55:11
130,38,PO-2026-0038,1533,RainGuard Hiking Jacket,Camping,5,3.0,118.18,590.9,Backordered,2026-02-17,2026-02-19,Supplier SKU: WOR-1533,system,2026-01-28 12:55:11
131,39,PO-2026-0039,3042,Aluminum All-Mountain Poles - 115cm,Ski,53,53.0,78.75,4173.75,Received,2026-01-23,2026-01-25,Supplier SKU: FAB-3042,system,2026-01-06 12:55:11
132,39,PO-2026-0039,3101,Winter Boots - Insulated,Ski,1,1.0,110.84,110.84,Received,2026-01-23,2026-01-25,Supplier SKU: FAB-3101,system,2026-01-06 12:55:11
133,39,PO-2026-0039,3104,Ski Tuning Bench - Portable,Ski,111,111.0,144.65,16056.15,Received,2026-01-23,2026-01-25,Supplier SKU: FAB-3104,system,2026-01-06 12:55:11
134,40,PO-2025-0040,3062,Anti-Fog Ski Goggles,Ski,46,37.0,90.31,4154.26,Backordered,2026-01-22,2026-01-24,Supplier SKU: WOR-3062,system,2025-12-29 12:55:11
135,40,PO-2025-0040,1511,Alpine Explorer Tent,Camping,244,244.0,327.26,79851.44,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-1511,system,2025-12-29 12:55:11
136,40,PO-2025-0040,2011,Coffee Maker,Kitchen,1,1.0,132.18,132.18,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-2011,system,2025-12-29 12:55:11
137,40,PO-2025-0040,3071,Ski Boot Bag - Premium,Ski,1,1.0,50.59,50.59,Received,2026-01-22,2026-01-24,Supplier SKU: WOR-3071,system,2025-12-29 12:55:11
138,41,PO-2026-0041,3082,Edge Tuning Tool Set,Ski,4,4.0,78.68,314.72,Received,2026-03-06,2026-03-08,Supplier SKU: ALP-3082,system,2026-02-19 12:55:11
139,41,PO-2026-0041,3041,Carbon Fiber Racing Poles - 120cm,Ski,42,42.0,126.56,5315.52,Received,2026-03-06,2026-03-08,Supplier SKU: ALP-3041,system,2026-02-19 12:55:11
140,41,PO-2026-0041,3071,Ski Boot Bag - Premium,Ski,178,178.0,39.81,7086.18,Received,2026-03-06,2026-03-08,Supplier SKU: ALP-3071,system,2026-02-19 12:55:11
141,42,PO-2026-0042,3081,All-Temp Ski Wax Kit,Ski,18,18.0,60.81,1094.58,Received,2026-02-07,2026-02-08,Supplier SKU: ALP-3081,system,2026-01-22 12:55:11
142,42,PO-2026-0042,3091,Freestyle Snowboard - 155cm,Ski,23,23.0,476.58,10961.34,Received,2026-02-07,2026-02-08,Supplier SKU: ALP-3091,system,2026-01-22 12:55:11
143,42,PO-2026-0042,3012,Mountain Master All-Terrain Skis - 165cm,Ski,23,23.0,660.07,15181.61,Received,2026-02-07,2026-02-08,Supplier SKU: ALP-3012,system,2026-01-22 12:55:11
144,43,PO-2026-0043,1571,CozyNights Sleeping Bag,Camping,111,111.0,122.54,13601.94,Received,2026-03-05,2026-03-06,Supplier SKU: CON-1571,system,2026-02-23 12:55:11
145,43,PO-2026-0043,1543,TrekStar Hiking Sandals,Camping,101,101.0,55.63,5618.63,Received,2026-03-05,2026-03-06,Supplier SKU: CON-1543,system,2026-02-23 12:55:11
146,44,PO-2026-0044,1542,TrailWalker Hiking Shoes,Camping,28,,92.25,2583.0,Shipped,2026-03-19,,Supplier SKU: CON-1542,system,2026-03-07 12:55:11
