ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
19,1541,TrekReady Hiking Boots,Camping,2026-05-22,Weekly,51,90.43,1.5,Growing,193,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:12
20,1541,TrekReady Hiking Boots,Camping,2026-06-01,Monthly,224,91.21,1.03,Growing,193,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:12
21,1541,TrekReady Hiking Boots,Camping,2026-07-01,Monthly,230,91.21,1.02,Growing,193,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
22,1551,BaseCamp Folding Table,Camping,2026-05-01,Monthly,98,77.4,1.05,Growing,86,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
23,1551,BaseCamp Folding Table,Camping,2026-05-01,Weekly,22,75.11,1.5,Growing,86,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
24,1551,BaseCamp Folding Table,Camping,2026-05-08,Weekly,22,76.56,1.5,Growing,86,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
25,1551,BaseCamp Folding Table,Camping,2026-05-15,Weekly,22,77.83,1.5,Growing,86,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
26,1551,BaseCamp Folding Table,Camping,2026-05-22,Weekly,22,80.3,1.5,Growing,86,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
27,1551,BaseCamp Folding Table,Camping,2026-06-01,Monthly,100,77.4,1.03,Growing,86,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
28,1551,BaseCamp Folding Table,Camping,2026-07-01,Monthly,102,77.4,1.02,Growing,86,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
29,1561,EcoFire Camping Stove,Camping,2026-05-01,Monthly,77,79.82,1.05,Growing,68,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
30,1561,EcoFire Camping Stove,Camping,2026-05-01,Weekly,17,76.06,1.5,Growing,68,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
31,1561,EcoFire Camping Stove,Camping,2026-05-08,Weekly,17,75.22,1.5,Growing,68,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
32,1561,EcoFire Camping Stove,Camping,2026-05-15,Weekly,17,84.65,1.5,Growing,68,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
33,1561,EcoFire Camping Stove,Camping,2026-05-22,Weekly,17,76.19,1.5,Growing,68,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
34,1561,EcoFire Camping Stove,Camping,2026-06-01,Monthly,79,79.82,1.03,Growing,68,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
35,1561,EcoFire Camping Stove,Camping,2026-07-01,Monthly,81,79.82,1.02,Growing,68,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
36,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Monthly,135,81.87,1.05,Growing,118,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
37,1571,CozyNights Sleeping Bag,Camping,2026-05-01,Weekly,31,82.26,1.5,Growing,118,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
38,1571,CozyNights Sleeping Bag,Camping,2026-05-08,Weekly,31,86.3,1.5,Growing,118,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
39,1571,CozyNights Sleeping Bag,Camping,2026-05-15,Weekly,31,80.47,1.5,Growing,118,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
40,1571,CozyNights Sleeping Bag,Camping,2026-05-22,Weekly,31,82.87,1.5,Growing,118,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
41,1571,CozyNights Sleeping Bag,Camping,2026-06-01,Monthly,137,81.87,1.03,Growing,118,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
42,1571,CozyNights Sleeping Bag,Camping,2026-07-01,Monthly,140,81.87,1.02,Growing,118,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
43,1511,Alpine Explorer Tent,Camping,2026-05-01,Monthly,275,76.49,1.05,Growing,241,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
44,1511,Alpine Explorer Tent,Camping,2026-05-01,Weekly,63,80.05,1.5,Growing,241,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
45,1511,Alpine Explorer Tent,Camping,2026-05-08,Weekly,63,81.03,1.5,Growing,241,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
46,1511,Alpine Explorer Tent,Camping,2026-05-15,Weekly,63,74.1,1.5,Growing,241,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
47,1511,Alpine Explorer Tent,Camping,2026-05-22,Weekly,63,71.77,1.5,Growing,241,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
48,1511,Alpine Explorer Tent,Camping,2026-06-01,Monthly,280,76.49,1.03,Growing,241,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
49,1511,Alpine Explorer Tent,Camping,2026-07-01,Monthly,287,76.49,1.02,Growing,241,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
50,1522,SummitClimber Backpack,Camping,2026-05-01,Monthly,242,79.98,1.05,Growing,212,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
51,1522,SummitClimber Backpack,Camping,2026-05-01,Weekly,56,82.01,1.5,Growing,212,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
52,1522,SummitClimber Backpack,Camping,2026-05-08,Weekly,56,78.67,1.5,Growing,212,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
53,1522,SummitClimber Backpack,Camping,2026-05-15,Weekly,56,84.67,1.5,Growing,212,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
54,1522,SummitClimber Backpack,Camping,2026-05-22,Weekly,56,82.98,1.5,Growing,212,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
55,1522,SummitClimber Backpack,Camping,2026-06-01,Monthly,246,79.98,1.03,Growing,212,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
56,1522,SummitClimber Backpack,Camping,2026-07-01,Monthly,253,79.98,1.02,Growing,212,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
57,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Monthly,291,90.81,1.05,Growing,255,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
58,1532,TrailBlaze Hiking Pants,Camping,2026-05-01,Weekly,67,88.86,1.5,Growing,255,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
59,1532,TrailBlaze Hiking Pants,Camping,2026-05-08,Weekly,67,89.93,1.5,Growing,255,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
60,1532,TrailBlaze Hiking Pants,Camping,2026-05-15,Weekly,67,94.38,1.5,Growing,255,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
61,1532,TrailBlaze Hiking Pants,Camping,2026-05-22,Weekly,67,90.37,1.5,Growing,255,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
62,1532,TrailBlaze Hiking Pants,Camping,2026-06-01,Monthly,296,90.81,1.03,Growing,255,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
63,1532,TrailBlaze Hiking Pants,Camping,2026-07-01,Monthly,304,90.81,1.02,Growing,255,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
64,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Monthly,208,87.07,1.05,Growing,182,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
65,1542,TrailWalker Hiking Shoes,Camping,2026-05-01,Weekly,48,84.8,1.5,Growing,182,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
66,1542,TrailWalker Hiking Shoes,Camping,2026-05-08,Weekly,48,88.42,1.5,Growing,182,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
67,1542,TrailWalker Hiking Shoes,Camping,2026-05-15,Weekly,48,83.34,1.5,Growing,182,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
68,1542,TrailWalker Hiking Shoes,Camping,2026-05-22,Weekly,48,91.15,1.5,Growing,182,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
69,1542,TrailWalker Hiking Shoes,Camping,2026-06-01,Monthly,211,87.07,1.03,Growing,182,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
70,1542,TrailWalker Hiking Shoes,Camping,2026-07-01,Monthly,217,87.07,1.02,Growing,182,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
71,1552,TrekMaster Camping Chair,Camping,2026-05-01,Monthly,85,94.32,1.05,Growing,75,1.422,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
72,1552,TrekMaster Camping Chair,Camping,2026-05-01,Weekly,19,95.91,1.5,Growing,75,1.422,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
73,1552,TrekMaster Camping Chair,Camping,2026-05-08,Weekly,19,92.74,1.5,Growing,75,1.422,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
74,1552,TrekMaster Camping Chair,Camping,2026-05-15,Weekly,19,98.61,1.5,Growing,75,1.422,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
75,1552,TrekMaster Camping Chair,Camping,2026-05-22,Weekly,19,97.16,1.5,Growing,75,1.422,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
76,1552,TrekMaster Camping Chair,Camping,2026-06-01,Monthly,87,94.32,1.03,Growing,75,1.422,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
77,1552,TrekMaster Camping Chair,Camping,2026-07-01,Monthly,89,94.32,1.02,Growing,75,1.422,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
78,1562,PowerBurner Camping Stove,Camping,2026-05-01,Monthly,64,84.83,1.05,Stable,58,1.031,1.056,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
79,1562,PowerBurner Camping Stove,Camping,2026-05-01,Weekly,14,81.97,1.5,Stable,58,1.031,1.056,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
80,1562,PowerBurner Camping Stove,Camping,2026-05-08,Weekly,14,84.34,1.5,Stable,58,1.031,1.056,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
81,1562,PowerBurner Camping Stove,Camping,2026-05-15,Weekly,14,84.42,1.5,Stable,58,1.031,1.056,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
82,1562,PowerBurner Camping Stove,Camping,2026-05-22,Weekly,14,82.56,1.5,Stable,58,1.031,1.056,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
83,1562,PowerBurner Camping Stove,Camping,2026-06-01,Monthly,63,84.83,1.03,Stable,58,1.031,1.062,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
84,1562,PowerBurner Camping Stove,Camping,2026-07-01,Monthly,63,84.83,1.02,Stable,58,1.031,1.069,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
85,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Monthly,144,87.8,1.05,Growing,126,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
86,1572,MountainDream Sleeping Bag,Camping,2026-05-01,Weekly,33,90.8,1.5,Growing,126,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
87,1572,MountainDream Sleeping Bag,Camping,2026-05-08,Weekly,33,92.56,1.5,Growing,126,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
88,1572,MountainDream Sleeping Bag,Camping,2026-05-15,Weekly,33,90.23,1.5,Growing,126,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
89,1572,MountainDream Sleeping Bag,Camping,2026-05-22,Weekly,33,91.18,1.5,Growing,126,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
90,1572,MountainDream Sleeping Bag,Camping,2026-06-01,Monthly,146,87.8,1.03,Growing,126,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
91,1572,MountainDream Sleeping Bag,Camping,2026-07-01,Monthly,150,87.8,1.02,Growing,126,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
92,1512,SkyView 2-Person Tent,Camping,2026-05-01,Monthly,282,82.15,1.05,Growing,247,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
93,1512,SkyView 2-Person Tent,Camping,2026-05-01,Weekly,65,77.77,1.5,Growing,247,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
94,1512,SkyView 2-Person Tent,Camping,2026-05-08,Weekly,65,78.68,1.5,Growing,247,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
95,1512,SkyView 2-Person Tent,Camping,2026-05-15,Weekly,65,85.24,1.5,Growing,247,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
96,1512,SkyView 2-Person Tent,Camping,2026-05-22,Weekly,65,79.98,1.5,Growing,247,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
97,1512,SkyView 2-Person Tent,Camping,2026-06-01,Monthly,287,82.15,1.03,Growing,247,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
98,1512,SkyView 2-Person Tent,Camping,2026-07-01,Monthly,294,82.15,1.02,Growing,247,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
99,1523,TrailLite Daypack,Camping,2026-05-01,Monthly,246,76.1,1.05,Growing,215,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
100,1523,TrailLite Daypack,Camping,2026-05-01,Weekly,57,75.45,1.5,Growing,215,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
101,1523,TrailLite Daypack,Camping,2026-05-08,Weekly,57,79.02,1.5,Growing,215,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
102,1523,TrailLite Daypack,Camping,2026-05-15,Weekly,57,72.47,1.5,Growing,215,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
103,1523,TrailLite Daypack,Camping,2026-05-22,Weekly,57,73.11,1.5,Growing,215,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
104,1523,TrailLite Daypack,Camping,2026-06-01,Monthly,250,76.1,1.03,Growing,215,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
105,1523,TrailLite Daypack,Camping,2026-07-01,Monthly,256,76.1,1.02,Growing,215,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
106,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Monthly,290,92.58,1.05,Growing,254,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
107,1533,RainGuard Hiking Jacket,Camping,2026-05-01,Weekly,67,88.45,1.5,Growing,254,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
108,1533,RainGuard Hiking Jacket,Camping,2026-05-08,Weekly,67,92.92,1.5,Growing,254,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
109,1533,RainGuard Hiking Jacket,Camping,2026-05-15,Weekly,67,89.56,1.5,Growing,254,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
110,1533,RainGuard Hiking Jacket,Camping,2026-05-22,Weekly,67,91.14,1.5,Growing,254,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
111,1533,RainGuard Hiking Jacket,Camping,2026-06-01,Monthly,295,92.58,1.03,Growing,254,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
112,1533,RainGuard Hiking Jacket,Camping,2026-07-01,Monthly,303,92.58,1.02,Growing,254,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
113,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Monthly,196,89.84,1.05,Growing,172,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
114,1543,TrekStar Hiking Sandals,Camping,2026-05-01,Weekly,45,85.75,1.5,Growing,172,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
115,1543,TrekStar Hiking Sandals,Camping,2026-05-08,Weekly,45,85.01,1.5,Growing,172,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
116,1543,TrekStar Hiking Sandals,Camping,2026-05-15,Weekly,45,86.42,1.5,Growing,172,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
117,1543,TrekStar Hiking Sandals,Camping,2026-05-22,Weekly,45,87.5,1.5,Growing,172,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
118,1543,TrekStar Hiking Sandals,Camping,2026-06-01,Monthly,200,89.84,1.03,Growing,172,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
119,1543,TrekStar Hiking Sandals,Camping,2026-07-01,Monthly,205,89.84,1.02,Growing,172,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
120,1553,Adventure Dining Table,Camping,2026-05-01,Monthly,99,93.11,1.05,Growing,87,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
121,1553,Adventure Dining Table,Camping,2026-05-01,Weekly,23,88.91,1.5,Growing,87,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
122,1553,Adventure Dining Table,Camping,2026-05-08,Weekly,23,95.8,1.5,Growing,87,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
123,1553,Adventure Dining Table,Camping,2026-05-15,Weekly,23,96.81,1.5,Growing,87,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
124,1553,Adventure Dining Table,Camping,2026-05-22,Weekly,23,88.12,1.5,Growing,87,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
125,1553,Adventure Dining Table,Camping,2026-06-01,Monthly,101,93.11,1.03,Growing,87,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
126,1553,Adventure Dining Table,Camping,2026-07-01,Monthly,103,93.11,1.02,Growing,87,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
127,1563,CompactCook Camping Stove,Camping,2026-05-01,Monthly,68,79.66,1.05,Growing,60,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
128,1563,CompactCook Camping Stove,Camping,2026-05-01,Weekly,15,75.28,1.5,Growing,60,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
129,1563,CompactCook Camping Stove,Camping,2026-05-08,Weekly,15,76.34,1.5,Growing,60,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
130,1563,CompactCook Camping Stove,Camping,2026-05-15,Weekly,15,82.85,1.5,Growing,60,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
131,1563,CompactCook Camping Stove,Camping,2026-05-22,Weekly,15,83.29,1.5,Growing,60,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
132,1563,CompactCook Camping Stove,Camping,2026-06-01,Monthly,69,79.66,1.03,Growing,60,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
133,1563,CompactCook Camping Stove,Camping,2026-07-01,Monthly,71,79.66,1.02,Growing,60,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
134,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Monthly,53,87.89,1.05,Growing,47,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
135,1581,LED Headlamp - Rechargeable,Camping,2026-05-01,Weekly,12,92.47,1.5,Growing,47,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
136,1581,LED Headlamp - Rechargeable,Camping,2026-05-08,Weekly,12,86.38,1.5,Growing,47,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
137,1581,LED Headlamp - Rechargeable,Camping,2026-05-15,Weekly,12,87.35,1.5,Growing,47,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
138,1581,LED Headlamp - Rechargeable,Camping,2026-05-22,Weekly,12,88.61,1.5,Growing,47,1.5,1.09,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-13 12:55:13
139,1581,LED Headlamp - Rechargeable,Camping,2026-06-01,Monthly,54,87.89,1.03,Growing,47,1.5,1.13,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
140,1581,LED Headlamp - Rechargeable,Camping,2026-07-01,Monthly,56,87.89,1.02,Growing,47,1.5,1.17,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
141,2011,Coffee Maker,Kitchen,2026-05-01,Monthly,384,93.57,1.0,Growing,353,1.5,1.09,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-13 12:55:13
