PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,IsoCurrencyCode,CreatedBy
83d84f1d-80a1-4be3-b72a-65e9557213a4,INV-cb1aa3ea-44c4-4388-ad3c-81a0885ffb02,CID-001,2026-01-22,122.92,Discover,USD,SampleGen
203ad122-d90a-44f7-bf98-679891d6c925,INV-3126011b-e055-427d-b2ee-1e934150b9cf,CID-001,2026-02-08,3044.1,Discover,USD,SampleGen
5858d139-1f3f-4193-93b4-4dd5e3b78e88,INV-4d11bc9b-2c21-4a21-9df6-124074ff4d21,CID-001,2026-02-16,917.76,AmEx,USD,SampleGen
52feb2da-3400-4de5-be11-4a20c5359513,INV-3446a763-d865-41e7-839c-b80191aa4bc8,CID-001,2026-02-04,3429.98,AmEx,USD,SampleGen
e77a8de0-62dc-463f-9ed0-6bf194f6b7c9,INV-5b84298a-4d1c-4c2f-8137-f6ac7bb1c92d,CID-001,2026-03-30,8127.9,VISA,USD,SampleGen
f583c1d6-c9ea-4d6d-ac2e-5d0408f6af5f,INV-0bdd6346-1424-4fa5-a45e-5412186e0616,CID-001,2026-03-13,8271.94,Discover,USD,SampleGen
284b381d-7306-423b-8862-93a8cb9dc5ce,INV-df139456-60a2-4768-9489-7b61436b49a9,CID-001,2026-03-13,3213.68,AmEx,USD,SampleGen
1457e424-d0f3-471b-8aaa-eb0992524582,INV-b2868d8f-d96d-4294-b385-0e1cd42491c6,CID-001,2026-03-03,2353.02,AmEx,USD,SampleGen
e701fcb3-9c96-4766-b5f5-98a3fe46eff5,INV-80b54366-784f-4e6c-9921-501da2bbc0a2,CID-002,2025-03-13,2577.68,AmEx,USD,SampleGen
047cbdfa-98b6-41e2-8584-cb1ddbc6def6,INV-0013f063-4b62-486b-ab2c-8d6ceba6184e,CID-002,2025-04-30,4417.96,VISA,USD,SampleGen
d9b55c8e-86a0-47c5-8cde-0f0eee2968b6,INV-a02fb656-2246-466b-b058-35070c25b44b,CID-002,2025-05-06,3289.98,MC,USD,SampleGen
8575d822-8c07-4105-9807-8c576db67fc1,INV-3c029a01-fe6c-4898-a0f5-c4ca5f0e465c,CID-002,2025-08-27,3650.4,VISA,USD,SampleGen
a6b00dc5-bcbb-403d-a1e0-c05016668067,INV-356c8f43-71fc-4b63-b896-c62ed8123bce,CID-002,2025-11-25,5138.66,PayPal,USD,SampleGen
a6685434-2623-4679-8955-a26cd792fef2,INV-eaebc3fe-7675-4bf3-997e-0016434d6c93,CID-002,2025-12-30,1534.64,AmEx,USD,SampleGen
5040d9e6-5207-4d0a-a3df-c4ae6ae0674c,INV-b657d8e2-3834-4106-b16c-1570219bc9b3,CID-002,2026-01-09,423.88,AmEx,USD,SampleGen
2ad42797-9967-4750-b19a-346d37cad6aa,INV-22806d86-0433-401e-8c5b-92b0fdeeeea4,CID-002,2026-02-14,6152.0,AmEx,USD,SampleGen
4fef1159-e901-45b0-b0f5-5308ac090ef8,INV-f63c154f-f793-4afa-92ea-d8435c385329,CID-002,2026-03-16,3730.92,AmEx,USD,SampleGen
74b89b7c-c6e7-4ac9-84aa-14e0755ec56b,INV-cdaff278-bfe6-4844-86af-b76e469e8100,CID-003,2025-01-18,805.56,MC,USD,SampleGen
2a9b37eb-bace-45a2-88ec-d5694213d09e,INV-0f4bb624-d26f-40e6-881a-48f43eedc094,CID-003,2025-02-28,4231.22,PayPal,USD,SampleGen
ba30f8a9-9f05-4293-a882-3501259352a7,INV-45c4585d-84f4-4870-b335-b613cf28bd29,CID-003,2025-03-31,1702.06,VISA,USD,SampleGen
c3d10df3-4e8c-47c4-a97d-0f926237e4f6,INV-4a7e3961-19d1-4a09-93dc-3490bf558ee2,CID-003,2025-04-01,1418.16,VISA,USD,SampleGen
402a838e-997e-426a-a73e-fe0bb21c3326,INV-88f1a7e2-f82d-48d9-bd4e-58427f96e3cd,CID-003,2025-05-29,1324.82,VISA,USD,SampleGen
7b4ae561-637a-47d3-a3ac-f905d1eaff08,INV-3056128a-5ef8-4387-920f-44486bc4bc27,CID-003,2025-06-08,1918.4,MC,USD,SampleGen
209c005c-73f1-4aeb-92cb-46e08390da10,INV-4ba2db8d-174d-4c31-a770-82117cf4aa01,CID-003,2025-08-22,682.52,PayPal,USD,SampleGen
b185e40e-0ac5-430d-9e1b-b38309621d4f,INV-1da9e5b0-752e-4247-9a29-61d0a95be735,CID-003,2025-09-21,3756.44,VISA,USD,SampleGen
0399c5a1-fced-4c34-9be3-68abff24765b,INV-b485e853-65af-4fac-819d-a00b9ed78e20,CID-003,2025-11-22,2730.32,AmEx,USD,SampleGen
ad04e47f-4ab9-48cd-bd83-bb21e608cddf,INV-91744d38-2ee3-4d49-a2d6-723ab50609d3,CID-003,2025-12-06,3391.74,PayPal,USD,SampleGen
ea9e9f78-f629-4932-84ce-cf7b265ec677,INV-87cac0b9-d227-44bb-af5a-c3c7613dde63,CID-003,2025-12-15,799.04,VISA,USD,SampleGen
b23dc0d0-de57-4eb8-910b-52ed39dbf39e,INV-8ae3cd2f-1c38-43bd-b8e2-240d91707997,CID-003,2026-01-30,381.56,MC,USD,SampleGen
4926263d-1690-4cf4-8880-a69ae79114ce,INV-475ec9f7-2aee-404f-afa5-010954e3bb42,CID-003,2026-02-17,5821.26,PayPal,USD,SampleGen
bf61dd5c-f6c6-4d44-ae08-b3d292579c24,INV-5094ecec-d60f-489f-8b63-bb2bc1b68915,CID-003,2026-03-05,674.06,Discover,USD,SampleGen
1d1a70df-8fb3-47de-a973-b4e1798fabf7,INV-c469af69-158b-46c6-b9f4-24059e96b091,CID-003,2026-03-25,2776.98,VISA,USD,SampleGen
434b602f-5bb5-41b1-bf62-acc17ed4dd07,INV-13471432-4049-4c56-b8fe-4e3f67a3c120,CID-004,2025-05-27,353.9,Discover,USD,SampleGen
f2bd5ae3-3ef7-404a-8867-7543299897ed,INV-ea95b8e1-80e2-4103-8035-acc8fcf1631a,CID-004,2025-11-29,1759.45,Discover,USD,SampleGen
dfa5fb7f-5242-4a7c-827f-664dd1a65f08,INV-35df94b3-3bcd-4e50-802e-3bc0101f9642,CID-004,2025-12-22,2611.76,MC,USD,SampleGen
c361ee66-1d10-4a53-9b0a-8b885f060550,INV-5dd6935a-6603-44d7-95fb-abcb94d4174d,CID-004,2026-03-31,1946.0,MC,USD,SampleGen
73f1f17b-b966-46da-bd0c-4cfdcb24d041,INV-d840f87f-e8a9-4460-bab0-d6a0c8241851,CID-005,2025-02-25,5884.84,VISA,USD,SampleGen
447f5e3f-9d22-41a2-b4d7-aa99f549ba2c,INV-ce1c5216-8edf-4f5c-95a1-cca93981eeda,CID-005,2025-07-03,1252.78,PayPal,USD,SampleGen
0ee37aac-e9fa-4d62-8633-f3a462457ea8,INV-38f7ee22-463c-41ef-8c45-b58b32b8d526,CID-005,2025-10-26,1403.2,AmEx,USD,SampleGen
5987b476-613d-4d68-8374-e2cc44e9341f,INV-261e608e-452a-4aca-8b22-6144dc083f27,CID-005,2025-12-07,1441.4,VISA,USD,SampleGen
d8e44a67-8b2f-48d9-a499-95c04af42225,INV-30ec3d0b-e314-4000-a98b-67b8aa9dea34,CID-005,2026-02-05,3921.8,MC,USD,SampleGen
6bcb4028-1c80-41a9-933c-aad3f0394ed0,INV-62c253da-7c80-487b-900a-796bf225ab7e,CID-005,2026-03-31,1398.94,PayPal,USD,SampleGen
2d14c1b8-40a5-4884-8ce5-05687f76a72f,INV-647bd1be-172a-47bc-8bdb-890db6bba5d6,CID-005,2026-03-15,1140.46,AmEx,USD,SampleGen
acb8f602-28b4-43ad-97d9-7ee4908fdb46,INV-7f5db9c1-c07f-4f22-8902-8014b93fd90e,CID-006,2025-01-17,1946.08,MC,USD,SampleGen
4cf2f1ef-8c62-4b3d-bce9-f2537fdba8f8,INV-1cebf83e-43aa-4394-84c8-af643f4785d1,CID-006,2025-02-05,2955.14,VISA,USD,SampleGen
1484a757-a5de-4437-bd54-52f3964d0c58,INV-14078f4f-38fe-4a5b-b1a9-a13df5b9de4d,CID-006,2025-02-02,1394.76,PayPal,USD,SampleGen
e1e76ebe-e396-4665-8b5d-fc9dd4b9bd0c,INV-f0dd8207-af7d-4ec4-9e1e-176eed4d9c36,CID-006,2025-03-22,4515.4,AmEx,USD,SampleGen
d384d475-cd82-4e38-9f07-4f1a80204eef,INV-5a53c92a-04be-4520-a080-b84d6defafbc,CID-006,2025-03-07,1799.72,MC,USD,SampleGen
043b3715-7d74-4b02-8dee-c7c1312d60ba,INV-fedaa61d-b8e5-4d3c-b157-7b55dd9812f8,CID-006,2025-04-27,3807.36,MC,USD,SampleGen
0be4482f-ccc5-49fe-ae6b-12069dbc727c,INV-205228ec-e2b9-4ea6-aa4b-33bf23fdbddc,CID-006,2025-04-06,1481.76,PayPal,USD,SampleGen
d86b2516-e2d3-456c-8af7-625e48ef533f,INV-6e86bd67-0af2-4f81-adc9-929d5b3eeb5f,CID-006,2025-05-20,5469.36,Discover,USD,SampleGen
a146c875-5f30-48f4-ad4e-2c685899a3f7,INV-4423da04-d4c5-45d4-b6bb-2b9218401c80,CID-006,2025-05-24,370.9,MC,USD,SampleGen
48ac6026-6cce-4adf-bad0-eaa7eb4fc165,INV-626f1178-3972-41b4-b6a8-d7d7bb596f70,CID-006,2025-07-21,2393.28,AmEx,USD,SampleGen
9a561a39-d0c0-4d28-910e-b0def3393994,INV-a1dde0bb-2f02-42ee-9780-3c002fac0bec,CID-006,2025-08-25,1644.86,Discover,USD,SampleGen
4045c783-5561-4931-aff5-81e9e45c7acc,INV-1ac32072-bb6a-49a3-aa43-fe264e1cf20d,CID-006,2025-08-23,4621.46,VISA,USD,SampleGen
70aa6aaa-1361-40fa-93ae-73cdcd58af18,INV-a181d828-4f5d-4146-8766-58b9887d5104,CID-006,2025-09-16,2238.54,PayPal,USD,SampleGen
b49948eb-4979-405b-ae32-e32b93dc47d3,INV-8b64a69a-9b76-4723-ad16-1c982c6d5f45,CID-006,2025-09-06,3993.96,AmEx,USD,SampleGen
7a96ad60-380d-4cb6-bdeb-83035bd4cdde,INV-961a8698-7a44-4358-850f-6561876c6f68,CID-006,2025-10-23,1051.4,AmEx,USD,SampleGen
c6013d0a-912d-4da1-ac1e-7b4091c2aae2,INV-12a31880-7796-470b-a262-b3fe56bb4966,CID-006,2025-11-12,491.68,VISA,USD,SampleGen
1537d7ac-0721-40b5-99c5-cc69870d69f3,INV-3f4044a1-d7a7-44f4-bc9f-b5a6d0673664,CID-006,2025-11-15,4706.12,MC,USD,SampleGen
e6320b7b-15b0-4d9b-98a3-05ce15789df9,INV-7f43d83a-22c4-4680-956b-ece42d40bb21,CID-006,2025-11-24,1984.2,PayPal,USD,SampleGen
05299fdb-e299-4c0f-89d5-05b9fe85be5b,INV-88ac0382-c463-492f-b422-c50514418f93,CID-006,2025-12-05,1157.28,VISA,USD,SampleGen
b24f6716-d03f-4d8f-9464-f407690ea48c,INV-56bf6627-537e-4d10-965c-1f772baa353a,CID-006,2025-12-18,515.04,MC,USD,SampleGen
2f4743b5-6e7b-41bd-80b8-8705638a2344,INV-87ac2655-7a04-478c-b286-b12d4bba9d5f,CID-006,2025-12-18,2459.08,PayPal,USD,SampleGen
71ecf129-520f-4323-90d2-8457284ffaac,INV-2e082182-bb6c-4b8b-9ace-792c84f449cf,CID-006,2025-12-10,1975.76,AmEx,USD,SampleGen
0f969f30-09cf-42d8-a4f2-f9f239079932,INV-760a23f7-ca11-4a6a-9a0a-3ba9b0bae24a,CID-006,2025-12-06,843.62,VISA,USD,SampleGen
a87ef9b4-4187-4bbe-ac0a-e3dad7d8b88f,INV-6a8ff8d3-424d-4d2a-ac94-7888ef7e4b0c,CID-006,2025-12-20,419.64,AmEx,USD,SampleGen
526d72d4-ddcd-406e-83de-956bbf719adc,INV-02d7af53-d55a-4e19-9f00-e8bd4bfab809,CID-006,2026-01-07,3527.48,VISA,USD,SampleGen
5f43b52e-7dc5-487e-b6a3-a54e88f7eca3,INV-8d1a215b-1bda-4c39-97fa-e9444bfd335d,CID-006,2026-01-03,2051.9,VISA,USD,SampleGen
cd9b0249-48e1-433b-a6ab-11d250250707,INV-639ae5c5-8858-4408-a703-50f73c7410f2,CID-006,2026-01-01,3514.74,AmEx,USD,SampleGen
61a91916-e522-450c-a278-31588e628f43,INV-3b4f3cd7-2536-4c46-a828-d6320f99110f,CID-006,2026-02-13,4019.32,MC,USD,SampleGen
b30f56aa-a05b-4424-bb60-7bdcd7740997,INV-a4568650-39c6-41cc-96bc-cb32130780c0,CID-006,2026-02-20,1780.68,Discover,USD,SampleGen
2e0142d8-fdd6-462a-9105-09b6d3f5e2e6,INV-a140b8ad-4749-48d5-8065-bf14761b5e4a,CID-006,2026-02-24,8072.7,VISA,USD,SampleGen
4f3402cb-3f71-42da-8615-9c3cc10871f2,INV-fe871936-8ca2-449e-99a6-159ce4ebf343,CID-006,2026-02-20,2280.92,MC,USD,SampleGen
bf3ee03b-2710-4e1e-8acd-26b1a28ac6bf,INV-73ede7cb-6e3d-4dca-b5a8-f6783f0fbdfb,CID-006,2026-02-03,5944.22,MC,USD,SampleGen
86925d92-40e3-4319-9ba5-e99545cfea65,INV-60bcf33e-b88c-460e-8e66-9478fea0bc1e,CID-006,2026-03-16,682.5,PayPal,USD,SampleGen
ad995e6d-e55c-424b-964e-49695e4a874f,INV-34513892-88a6-481c-83a3-f189fd76622b,CID-006,2026-03-22,1888.82,Discover,USD,SampleGen
4a54d0c2-511b-4d29-96b1-d3a229f4200d,INV-e6f6c16a-9c4f-44d7-ac15-989a08885c8e,CID-006,2026-03-10,2709.18,PayPal,USD,SampleGen
25771608-1991-4890-a3a1-567d6a4e5a1b,INV-b7d4f9af-7f78-47ef-ae95-3921ba3de45e,CID-006,2026-03-30,1657.66,PayPal,USD,SampleGen
55f63b64-6de2-4787-8546-f5b0d3699b2f,INV-014081c4-b0f3-40da-b483-474450932fb9,CID-006,2026-03-19,1674.6,VISA,USD,SampleGen
68b5b5e7-5311-4f28-84bb-8abd5e79ed40,INV-9f6f54c0-98dd-48fc-94ee-4f7b41a9b17f,CID-007,2025-01-01,2955.02,AmEx,USD,SampleGen
8f9e1d6c-f84c-4b37-95ee-5836d37dd9ac,INV-64f5a92b-22c4-42fb-9dd6-4fe7ba70fb10,CID-007,2025-02-15,4780.34,VISA,USD,SampleGen
9e0b537e-29fb-4603-9537-5375db715a80,INV-3e84e41e-2cf8-4733-ab73-acbd6768afd0,CID-007,2025-03-16,875.36,AmEx,USD,SampleGen
1446e1f1-f42e-4a26-95d0-aafbe5302edf,INV-1d6bc750-bdc8-42d6-b192-32c202d1041f,CID-007,2025-04-02,1068.36,MC,USD,SampleGen
86260714-b54b-4bdf-8b8c-33aef628aa21,INV-33016e0b-6215-4e90-ab2f-2e09af2925e8,CID-007,2025-05-05,1297.26,MC,USD,SampleGen
27774a30-0ab9-47a9-8810-a0bb41745256,INV-b659b2af-2775-4d17-bfd0-6c2bc1048f85,CID-007,2025-10-07,4504.8,MC,USD,SampleGen
b4178809-d16b-4ffe-ac2c-620d6d761de6,INV-c2eade35-9ae6-4fe5-a462-85fc0221d1e3,CID-007,2025-12-01,2395.32,VISA,USD,SampleGen
c796d0e6-7b35-4458-99d7-ea942df0d6b7,INV-3286a7e1-eae0-4c25-8c06-d535ccd3fc3e,CID-007,2025-12-09,1759.46,AmEx,USD,SampleGen
578452c4-f204-46e1-8c6a-7a91de038825,INV-7d440c96-9816-4c14-a700-c1c5760bddd1,CID-007,2026-01-19,404.82,VISA,USD,SampleGen
8c1b2491-eab0-4eab-834a-611c84800d17,INV-8ea3ca08-afcc-4a1b-b775-a406db04145d,CID-007,2026-02-16,987.84,MC,USD,SampleGen
743c9ffe-7ade-46e5-b311-102f1ff23e85,INV-bdd67b61-17e5-42bc-8eb0-70502f2c4544,CID-007,2026-03-01,3345.12,VISA,USD,SampleGen
84e22981-577f-4384-80ac-4258dc30935f,INV-e9bbe063-4a91-432d-aa25-e987839e937f,CID-007,2026-03-28,690.94,MC,USD,SampleGen
f7d3d971-6440-43cb-a76a-f9c1b75099a3,INV-de685154-661b-48e7-a849-1fa5b238b1ae,CID-008,2025-02-14,2696.46,MC,USD,SampleGen
d326f315-87eb-4ec8-9e85-bc493587c21b,INV-eb00c8fc-b8d3-4ccc-9f71-2c1a359fe50d,CID-008,2025-03-27,1547.4,Discover,USD,SampleGen
39d21124-ad0e-49ff-bc2e-94d4edcd2632,INV-9736e307-cd9f-48f9-87fb-27a4e58231ac,CID-008,2025-04-08,4320.42,VISA,USD,SampleGen
ea13d213-d5cf-42b7-a735-158cc1f2810c,INV-57e47ae5-9384-4b87-9fdd-fcd63f6bc807,CID-008,2025-05-30,1282.3,MC,USD,SampleGen
32ac6748-4d6f-4ddb-8670-eedd9832c442,INV-aad1b273-cd08-46e2-998e-b592ee95d07b,CID-008,2025-09-19,1806.12,VISA,USD,SampleGen
a23aad26-a645-4374-a31a-2698f725bc0d,INV-749b8fbb-483c-4cc6-b8a0-d7d919e07a37,CID-008,2025-11-26,542.62,MC,USD,SampleGen
e2cdecd7-29e2-48a9-aad3-1dca20194222,INV-0889ed86-aab1-4380-a4ac-e46f365085e2,CID-008,2025-12-05,436.64,MC,USD,SampleGen
2b6f9270-9549-4ac6-9438-4010f5764bb0,INV-ae072992-37be-4774-915a-b350b41f6a5a,CID-008,2025-12-28,818.1,VISA,USD,SampleGen
d03d1b80-85da-4ef2-be7c-4a57ce71b1c4,INV-7d89e314-e217-4b97-a932-ba33eeec6cf7,CID-008,2026-01-26,2306.44,VISA,USD,SampleGen
9a705303-1711-44a2-b882-6654f233acf1,INV-1d9202c2-5b0e-4f9c-9c72-d580ec980fe2,CID-008,2026-02-13,3188.32,VISA,USD,SampleGen
30a0b333-6176-438a-a554-3118bfe5c357,INV-7b9c9a0b-a47e-429b-b3b4-6d2a97231af4,CID-008,2026-02-12,1734.04,AmEx,USD,SampleGen
aba4e022-d499-440b-b359-5695fc795a14,INV-32e11ac9-81be-40a6-abd2-29c039256d36,CID-008,2026-03-07,1036.42,VISA,USD,SampleGen
813b59f4-9d21-4a31-a81a-928213475b84,INV-6c76bb54-b0d7-41c7-b376-91a4d29e7804,CID-008,2026-03-15,1844.24,AmEx,USD,SampleGen
a7c24d9e-e3d5-42b1-b15b-95e3eb1502de,INV-07e2c255-ea48-4f4e-8255-4facdf8fa30b,CID-009,2025-04-24,1085.26,VISA,USD,SampleGen
e48c2700-a4bc-4a9a-88e9-81b8b1cec31c,INV-9d1b3539-37bb-4dfe-bd05-74e8c9c80217,CID-009,2025-05-08,1420.3,VISA,USD,SampleGen
811903fd-c116-4102-a9a0-78af25274050,INV-cfb5bbfa-bc4d-484d-91d4-d20d5101e6f7,CID-009,2025-11-27,1685.22,AmEx,USD,SampleGen
6826abbe-a9c2-438d-a98f-b8afaaf6e7b1,INV-3402ab69-aabf-458f-b50e-4665aa22115c,CID-009,2025-12-22,1441.4,VISA,USD,SampleGen
a34d2b6f-7600-4e1d-a392-1714105a309e,INV-53246e87-3daf-4d23-be69-9268f8c65b4b,CID-009,2026-01-30,1992.68,MC,USD,SampleGen
71f56e6c-27dd-45d1-a06f-cfe1da4becd4,INV-9f422bc6-2785-4109-a58b-be0d242d486a,CID-009,2026-02-22,2611.76,VISA,USD,SampleGen
7a7f1aca-3982-46a2-8e4e-1490e179f63c,INV-8925407c-42b2-4a53-af46-e861e718373f,CID-009,2026-03-14,4010.86,VISA,USD,SampleGen
5f0b12b0-f2d6-499c-9c73-14e6502cda94,INV-cf100c95-ee24-4842-8193-d0dbcf2a95c2,CID-010,2025-01-04,5028.44,VISA,USD,SampleGen
296759b9-6330-46ee-bd73-1dce89a6db68,INV-c16bcef6-469e-4a7d-860b-3215aafc4be7,CID-010,2025-01-21,924.18,VISA,USD,SampleGen
83e80856-fcfa-4206-99cd-6c33c630c7ce,INV-f86f6496-1579-41ee-87db-a538f1980352,CID-010,2025-02-19,941.06,VISA,USD,SampleGen
46b0bad3-6891-4f8c-8506-85b56a744d73,INV-1f4256d7-f7ba-47d5-ab12-6b75ccc0c812,CID-010,2025-02-24,2535.34,Discover,USD,SampleGen
40162167-9db3-4115-9f5b-c722912ac697,INV-c1a29a29-a3ca-4530-a6c6-bc3f368f19bd,CID-010,2025-02-10,1068.24,MC,USD,SampleGen
4f1dd8b3-ddd5-4e46-92ee-446fa7d6e1e5,INV-c3cad68b-5852-4e6a-8483-6867c371a921,CID-010,2025-02-27,3224.36,VISA,USD,SampleGen
2b66d706-1564-45d7-8a72-83e6411bfb24,INV-a5a3eff1-a540-4e1a-8c83-4b878a03a891,CID-010,2025-03-01,534.12,MC,USD,SampleGen
5cf7d192-8a30-4007-a9e1-72570810bbd0,INV-976a11aa-7eea-4d6e-ae64-f1d10b884674,CID-010,2025-03-14,3434.22,MC,USD,SampleGen
9a4753a2-9daf-4032-be95-bb319aba9e73,INV-10360815-761b-4e18-a158-3bed40f270db,CID-010,2025-03-30,1025.9,VISA,USD,SampleGen
6cffe293-6a2e-424b-bb86-7a3858ac3fc7,INV-b35360e3-a613-4ffd-ad48-2ee41b061ccc,CID-010,2025-03-02,1975.76,AmEx,USD,SampleGen
3d57de89-bfbd-4056-a45b-c0e52ef45648,INV-03690c35-3ded-409c-9cdf-82486f13ef16,CID-010,2025-04-01,1110.72,VISA,USD,SampleGen
e4366984-37b3-4ba3-a4f9-d448c593e476,INV-8c21971c-219b-488d-bc42-fc8b9f4a79ae,CID-010,2025-04-16,2955.1,MC,USD,SampleGen
160b42e5-e60d-49d0-89d0-bb6631f0b219,INV-e7561483-96d5-4dab-b693-9d7da9e08edc,CID-010,2025-04-07,4002.4,AmEx,USD,SampleGen
89543cd0-0a5f-4e8f-9a57-0c90d4bc0293,INV-434f1633-c88a-4f36-8dcf-3db875664b3c,CID-010,2025-04-28,3224.28,VISA,USD,SampleGen
92dcbbaa-290a-4966-946b-dd49425c7c87,INV-6eadcc4f-b182-4fed-ae9a-ac031895f1bd,CID-010,2025-05-31,2183.46,MC,USD,SampleGen
58aaa49d-a24e-4164-960c-e707bbed3f26,INV-80598399-e2ea-4c43-92e9-f1d336dfd6b3,CID-010,2025-05-31,2382.68,VISA,USD,SampleGen
a10c09d7-54e7-4607-9ade-a528492a211b,INV-871ba7f9-896b-46b5-8163-7367fa823f91,CID-010,2025-05-22,3254.0,VISA,USD,SampleGen
29d20385-d50a-4f7c-9306-a322fb4b0ef9,INV-1a4e91d4-1470-4fa4-88a9-1fe2322a02c8,CID-010,2025-05-06,402.7,MC,USD,SampleGen
b82e160d-dc40-4d55-8fb2-b51e127a4713,INV-1354404b-795c-47c1-be7f-610d91e05ff2,CID-010,2025-05-07,5104.7,AmEx,USD,SampleGen
3eadd7a6-cb93-49f6-a20c-a90d1c4806a9,INV-d2519489-f14b-4d10-ad15-a981e234e0eb,CID-010,2025-06-20,2088.0,AmEx,USD,SampleGen
4036a036-022c-4c08-8c4b-b871c79bcee6,INV-18e8a51d-81c4-4bf7-877e-303d2d6feb4e,CID-010,2025-07-07,627.4,VISA,USD,SampleGen
3402f625-57c8-4594-b756-83a89feac157,INV-14c3e9b2-752b-4ef4-bf1f-075f351ecad2,CID-010,2025-07-05,4002.4,VISA,USD,SampleGen
79ee7975-1da7-4f86-9eb9-8ce6b549bee5,INV-4c358f63-b095-46f0-b82a-2ecf079712cf,CID-010,2025-08-26,5130.14,AmEx,USD,SampleGen
ab984187-557b-4815-8a22-859f7d9d4504,INV-e2c5e83c-0793-4c5d-80ae-2e10f4cb09fa,CID-010,2025-08-03,941.1,MC,USD,SampleGen
2ff954c9-c21b-4a8f-bf3e-dca1e5ef418a,INV-9f90e84e-cd76-43e1-966e-81194b54c299,CID-010,2025-08-21,6160.42,VISA,USD,SampleGen
f3bd54e0-ae3b-488d-8636-e4865a4845aa,INV-eb51558d-5617-406a-858e-a5271cb153db,CID-010,2025-09-16,553.18,VISA,USD,SampleGen
0922f19e-c8b1-4b0c-9089-d5cb58c898b3,INV-062d8279-6000-40b0-9c54-c255b60a601d,CID-010,2025-09-20,818.2,PayPal,USD,SampleGen
