ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
47,1511,Alpine Explorer Tent,Camping,2024-03-29,Weekly,61,91.22,1.2,Growing,213,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
48,1511,Alpine Explorer Tent,Camping,2024-04-07,Monthly,305,86.28,1.4,Growing,213,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
49,1511,Alpine Explorer Tent,Camping,2024-05-07,Monthly,333,86.28,1.5,Growing,213,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
50,1522,SummitClimber Backpack,Camping,2024-03-08,Monthly,252,94.31,1.2,Growing,213,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
51,1522,SummitClimber Backpack,Camping,2024-03-08,Weekly,58,92.47,1.2,Growing,213,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
52,1522,SummitClimber Backpack,Camping,2024-03-15,Weekly,58,91.26,1.2,Growing,213,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
53,1522,SummitClimber Backpack,Camping,2024-03-22,Weekly,58,97.62,1.2,Growing,213,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
54,1522,SummitClimber Backpack,Camping,2024-03-29,Weekly,58,90.37,1.2,Growing,213,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
55,1522,SummitClimber Backpack,Camping,2024-04-07,Monthly,306,94.31,1.4,Growing,213,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
56,1522,SummitClimber Backpack,Camping,2024-05-07,Monthly,325,94.31,1.5,Growing,213,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
57,1532,TrailBlaze Hiking Pants,Camping,2024-03-08,Monthly,203,93.21,1.2,Growing,166,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
58,1532,TrailBlaze Hiking Pants,Camping,2024-03-08,Weekly,47,97.64,1.2,Growing,166,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
59,1532,TrailBlaze Hiking Pants,Camping,2024-03-15,Weekly,47,89.75,1.2,Growing,166,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
60,1532,TrailBlaze Hiking Pants,Camping,2024-03-22,Weekly,47,91.19,1.2,Growing,166,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
61,1532,TrailBlaze Hiking Pants,Camping,2024-03-29,Weekly,47,97.74,1.2,Growing,166,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
62,1532,TrailBlaze Hiking Pants,Camping,2024-04-07,Monthly,222,93.21,1.4,Growing,166,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
63,1532,TrailBlaze Hiking Pants,Camping,2024-05-07,Monthly,253,93.21,1.5,Growing,166,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
64,1542,TrailWalker Hiking Shoes,Camping,2024-03-08,Monthly,167,85.89,1.2,Growing,133,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
65,1542,TrailWalker Hiking Shoes,Camping,2024-03-08,Weekly,38,88.9,1.2,Growing,133,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
66,1542,TrailWalker Hiking Shoes,Camping,2024-03-15,Weekly,38,82.09,1.2,Growing,133,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
67,1542,TrailWalker Hiking Shoes,Camping,2024-03-22,Weekly,38,85.56,1.2,Growing,133,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
68,1542,TrailWalker Hiking Shoes,Camping,2024-03-29,Weekly,38,90.68,1.2,Growing,133,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
69,1542,TrailWalker Hiking Shoes,Camping,2024-04-07,Monthly,191,85.89,1.4,Growing,133,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
70,1542,TrailWalker Hiking Shoes,Camping,2024-05-07,Monthly,203,85.89,1.5,Growing,133,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
71,1552,TrekMaster Camping Chair,Camping,2024-03-08,Monthly,96,85.92,1.2,Growing,82,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
72,1552,TrekMaster Camping Chair,Camping,2024-03-08,Weekly,22,81.9,1.2,Growing,82,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
73,1552,TrekMaster Camping Chair,Camping,2024-03-15,Weekly,22,85.23,1.2,Growing,82,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
74,1552,TrekMaster Camping Chair,Camping,2024-03-22,Weekly,22,86.55,1.2,Growing,82,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
75,1552,TrekMaster Camping Chair,Camping,2024-03-29,Weekly,22,82.64,1.2,Growing,82,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
76,1552,TrekMaster Camping Chair,Camping,2024-04-07,Monthly,109,85.92,1.4,Growing,82,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
77,1552,TrekMaster Camping Chair,Camping,2024-05-07,Monthly,122,85.92,1.5,Growing,82,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
78,1562,PowerBurner Camping Stove,Camping,2024-03-08,Monthly,80,85.52,1.2,Growing,65,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
79,1562,PowerBurner Camping Stove,Camping,2024-03-08,Weekly,18,87.24,1.2,Growing,65,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
80,1562,PowerBurner Camping Stove,Camping,2024-03-15,Weekly,18,82.82,1.2,Growing,65,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
81,1562,PowerBurner Camping Stove,Camping,2024-03-22,Weekly,18,84.74,1.2,Growing,65,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
82,1562,PowerBurner Camping Stove,Camping,2024-03-29,Weekly,18,86.15,1.2,Growing,65,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
83,1562,PowerBurner Camping Stove,Camping,2024-04-07,Monthly,90,85.52,1.4,Growing,65,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
84,1562,PowerBurner Camping Stove,Camping,2024-05-07,Monthly,98,85.52,1.5,Growing,65,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
85,1572,MountainDream Sleeping Bag,Camping,2024-03-08,Monthly,106,84.84,1.2,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
86,1572,MountainDream Sleeping Bag,Camping,2024-03-08,Weekly,24,84.53,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
87,1572,MountainDream Sleeping Bag,Camping,2024-03-15,Weekly,24,84.84,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
88,1572,MountainDream Sleeping Bag,Camping,2024-03-22,Weekly,24,89.78,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
89,1572,MountainDream Sleeping Bag,Camping,2024-03-29,Weekly,24,83.5,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
90,1572,MountainDream Sleeping Bag,Camping,2024-04-07,Monthly,122,84.84,1.4,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
91,1572,MountainDream Sleeping Bag,Camping,2024-05-07,Monthly,122,84.84,1.5,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
92,1512,SkyView 2-Person Tent,Camping,2024-03-08,Monthly,244,80.36,1.2,Growing,206,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
93,1512,SkyView 2-Person Tent,Camping,2024-03-08,Weekly,56,79.38,1.2,Growing,206,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
94,1512,SkyView 2-Person Tent,Camping,2024-03-15,Weekly,56,76.69,1.2,Growing,206,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
95,1512,SkyView 2-Person Tent,Camping,2024-03-22,Weekly,56,75.64,1.2,Growing,206,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
96,1512,SkyView 2-Person Tent,Camping,2024-03-29,Weekly,56,76.35,1.2,Growing,206,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
97,1512,SkyView 2-Person Tent,Camping,2024-04-07,Monthly,278,80.36,1.4,Growing,206,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
98,1512,SkyView 2-Person Tent,Camping,2024-05-07,Monthly,299,80.36,1.5,Growing,206,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
99,1523,TrailLite Daypack,Camping,2024-03-08,Monthly,248,81.35,1.2,Growing,210,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
100,1523,TrailLite Daypack,Camping,2024-03-08,Weekly,57,77.43,1.2,Growing,210,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
101,1523,TrailLite Daypack,Camping,2024-03-15,Weekly,57,84.91,1.2,Growing,210,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
102,1523,TrailLite Daypack,Camping,2024-03-22,Weekly,57,79.28,1.2,Growing,210,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
103,1523,TrailLite Daypack,Camping,2024-03-29,Weekly,57,82.36,1.2,Growing,210,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
104,1523,TrailLite Daypack,Camping,2024-04-07,Monthly,283,81.35,1.4,Growing,210,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
105,1523,TrailLite Daypack,Camping,2024-05-07,Monthly,325,81.35,1.5,Growing,210,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
106,1533,RainGuard Hiking Jacket,Camping,2024-03-08,Monthly,203,89.79,1.2,Growing,177,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
107,1533,RainGuard Hiking Jacket,Camping,2024-03-08,Weekly,47,94.29,1.2,Growing,177,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
108,1533,RainGuard Hiking Jacket,Camping,2024-03-15,Weekly,47,86.95,1.2,Growing,177,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
109,1533,RainGuard Hiking Jacket,Camping,2024-03-22,Weekly,47,86.86,1.2,Growing,177,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
110,1533,RainGuard Hiking Jacket,Camping,2024-03-29,Weekly,47,89.63,1.2,Growing,177,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
111,1533,RainGuard Hiking Jacket,Camping,2024-04-07,Monthly,251,89.79,1.4,Growing,177,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
112,1533,RainGuard Hiking Jacket,Camping,2024-05-07,Monthly,252,89.79,1.5,Growing,177,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
113,1543,TrekStar Hiking Sandals,Camping,2024-03-08,Monthly,155,88.73,1.2,Growing,136,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
114,1543,TrekStar Hiking Sandals,Camping,2024-03-08,Weekly,36,92.34,1.2,Growing,136,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
115,1543,TrekStar Hiking Sandals,Camping,2024-03-15,Weekly,36,92.23,1.2,Growing,136,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
116,1543,TrekStar Hiking Sandals,Camping,2024-03-22,Weekly,36,91.24,1.2,Growing,136,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
117,1543,TrekStar Hiking Sandals,Camping,2024-03-29,Weekly,36,93.28,1.2,Growing,136,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
118,1543,TrekStar Hiking Sandals,Camping,2024-04-07,Monthly,193,88.73,1.4,Growing,136,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
119,1543,TrekStar Hiking Sandals,Camping,2024-05-07,Monthly,195,88.73,1.5,Growing,136,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
120,1553,Adventure Dining Table,Camping,2024-03-08,Monthly,103,82.07,1.2,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
121,1553,Adventure Dining Table,Camping,2024-03-08,Weekly,23,84.52,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
122,1553,Adventure Dining Table,Camping,2024-03-15,Weekly,23,78.16,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
123,1553,Adventure Dining Table,Camping,2024-03-22,Weekly,23,81.38,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
124,1553,Adventure Dining Table,Camping,2024-03-29,Weekly,23,85.74,1.2,Growing,85,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
125,1553,Adventure Dining Table,Camping,2024-04-07,Monthly,115,82.07,1.4,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
126,1553,Adventure Dining Table,Camping,2024-05-07,Monthly,131,82.07,1.5,Growing,85,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
127,1563,CompactCook Camping Stove,Camping,2024-03-08,Monthly,72,82.63,1.2,Growing,61,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
128,1563,CompactCook Camping Stove,Camping,2024-03-08,Weekly,16,86.95,1.2,Growing,61,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
129,1563,CompactCook Camping Stove,Camping,2024-03-15,Weekly,16,85.46,1.2,Growing,61,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
130,1563,CompactCook Camping Stove,Camping,2024-03-22,Weekly,16,78.84,1.2,Growing,61,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
131,1563,CompactCook Camping Stove,Camping,2024-03-29,Weekly,16,83.55,1.2,Growing,61,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
132,1563,CompactCook Camping Stove,Camping,2024-04-07,Monthly,83,82.63,1.4,Growing,61,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
133,1563,CompactCook Camping Stove,Camping,2024-05-07,Monthly,95,82.63,1.5,Growing,61,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
134,1581,LED Headlamp - Rechargeable,Camping,2024-03-08,Monthly,43,93.28,1.2,Growing,36,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
135,1581,LED Headlamp - Rechargeable,Camping,2024-03-08,Weekly,10,96.35,1.2,Growing,36,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
136,1581,LED Headlamp - Rechargeable,Camping,2024-03-15,Weekly,10,97.44,1.2,Growing,36,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
137,1581,LED Headlamp - Rechargeable,Camping,2024-03-22,Weekly,10,90.16,1.2,Growing,36,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
138,1581,LED Headlamp - Rechargeable,Camping,2024-03-29,Weekly,10,97.7,1.2,Growing,36,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
139,1581,LED Headlamp - Rechargeable,Camping,2024-04-07,Monthly,52,93.28,1.4,Growing,36,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
140,1581,LED Headlamp - Rechargeable,Camping,2024-05-07,Monthly,54,93.28,1.5,Growing,36,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
141,2011,Coffee Maker,Kitchen,2024-03-08,Monthly,961,92.43,1.0,Stable,966,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
142,2011,Coffee Maker,Kitchen,2024-03-08,Weekly,223,94.54,1.0,Stable,966,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
143,2011,Coffee Maker,Kitchen,2024-03-15,Weekly,223,89.36,1.0,Stable,966,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
144,2011,Coffee Maker,Kitchen,2024-03-22,Weekly,223,94.92,1.0,Stable,966,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
145,2011,Coffee Maker,Kitchen,2024-03-29,Weekly,223,95.65,1.0,Stable,966,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
146,2011,Coffee Maker,Kitchen,2024-04-07,Monthly,1043,92.43,1.1,Stable,966,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
147,2011,Coffee Maker,Kitchen,2024-05-07,Monthly,963,92.43,1.0,Stable,966,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
148,2012,Espresso Machine,Kitchen,2024-03-08,Monthly,1001,82.99,1.0,Stable,976,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
149,2012,Espresso Machine,Kitchen,2024-03-08,Weekly,232,85.09,1.0,Stable,976,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
150,2012,Espresso Machine,Kitchen,2024-03-15,Weekly,232,81.08,1.0,Stable,976,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
151,2012,Espresso Machine,Kitchen,2024-03-22,Weekly,232,84.72,1.0,Stable,976,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
152,2012,Espresso Machine,Kitchen,2024-03-29,Weekly,232,78.04,1.0,Stable,976,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
153,2012,Espresso Machine,Kitchen,2024-04-07,Monthly,1106,82.99,1.1,Stable,976,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
154,2012,Espresso Machine,Kitchen,2024-05-07,Monthly,1009,82.99,1.0,Stable,976,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
155,2021,Chef Knife,Kitchen,2024-03-08,Monthly,650,94.45,1.0,Stable,646,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
156,2021,Chef Knife,Kitchen,2024-03-08,Weekly,151,93.73,1.0,Stable,646,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
157,2021,Chef Knife,Kitchen,2024-03-15,Weekly,151,93.84,1.0,Stable,646,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
158,2021,Chef Knife,Kitchen,2024-03-22,Weekly,151,95.37,1.0,Stable,646,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
159,2021,Chef Knife,Kitchen,2024-03-29,Weekly,151,95.38,1.0,Stable,646,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
160,2021,Chef Knife,Kitchen,2024-04-07,Monthly,708,94.45,1.1,Stable,646,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
161,2021,Chef Knife,Kitchen,2024-05-07,Monthly,655,94.45,1.0,Stable,646,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
162,2022,Fork Set,Kitchen,2024-03-08,Monthly,604,88.61,1.0,Stable,618,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
163,2022,Fork Set,Kitchen,2024-03-08,Weekly,140,89.21,1.0,Stable,618,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
164,2022,Fork Set,Kitchen,2024-03-15,Weekly,140,88.54,1.0,Stable,618,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
165,2022,Fork Set,Kitchen,2024-03-22,Weekly,140,90.53,1.0,Stable,618,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
166,2022,Fork Set,Kitchen,2024-03-29,Weekly,140,87.22,1.0,Stable,618,Sales Velocity + Seasonal,7,,,system,2026-03-09 13:48:17
167,2022,Fork Set,Kitchen,2024-04-07,Monthly,688,88.61,1.1,Stable,618,Sales Velocity + Seasonal,30,,,system,2026-03-09 13:48:17
