ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
52,3033,Women's Performance Ski Boots,Ski,4,Worldwide Importers,WOR-3033,450.2,25,500.0,24,Active,system,2025-11-11 12:55:10
53,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Alpine Ski House,ALP-3041,126.56,25,1000.0,12,Active,system,2025-10-15 12:55:10
54,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Alpine Ski House,ALP-3042,65.6,25,10000.0,12,Active,system,2025-10-07 12:55:10
55,3042,Aluminum All-Mountain Poles - 115cm,Ski,5,Fabrikam,FAB-3042,78.75,25,2000.0,18,Active,system,2025-11-25 12:55:10
56,3051,Insulated Ski Jacket - Men's,Ski,3,Alpine Ski House,ALP-3051,187.34,10,1000.0,11,Active,system,2025-10-01 12:55:10
57,3051,Insulated Ski Jacket - Men's,Ski,4,Worldwide Importers,WOR-3051,225.55,25,2000.0,24,Active,system,2025-11-05 12:55:10
58,3052,Thermal Base Layer Set - Women's,Ski,3,Alpine Ski House,ALP-3052,94.62,5,10000.0,13,Active,system,2025-10-06 12:55:10
59,3052,Thermal Base Layer Set - Women's,Ski,4,Worldwide Importers,WOR-3052,98.81,10,2000.0,23,Active,system,2025-10-24 12:55:10
60,3053,Waterproof Ski Pants,Ski,3,Alpine Ski House,ALP-3053,191.5,1,5000.0,15,Active,system,2025-10-22 12:55:10
61,3061,Professional Ski Helmet,Ski,3,Alpine Ski House,ALP-3061,139.33,10,5000.0,9,Active,system,2025-10-27 12:55:10
62,3062,Anti-Fog Ski Goggles,Ski,3,Alpine Ski House,ALP-3062,95.57,50,1000.0,10,Active,system,2025-11-03 12:55:10
63,3062,Anti-Fog Ski Goggles,Ski,4,Worldwide Importers,WOR-3062,90.31,10,500.0,25,Active,system,2025-11-09 12:55:10
64,3071,Ski Boot Bag - Premium,Ski,3,Alpine Ski House,ALP-3071,39.81,50,,14,Active,system,2026-01-18 12:55:10
65,3071,Ski Boot Bag - Premium,Ski,4,Worldwide Importers,WOR-3071,50.59,1,,25,Active,system,2025-09-20 12:55:10
66,3072,Hand Warmers - 10 Pack,Ski,3,Alpine Ski House,ALP-3072,9.69,50,1000.0,15,Active,system,2025-11-11 12:55:10
67,3081,All-Temp Ski Wax Kit,Ski,3,Alpine Ski House,ALP-3081,60.81,10,1000.0,9,Active,system,2025-10-14 12:55:10
68,3082,Edge Tuning Tool Set,Ski,3,Alpine Ski House,ALP-3082,78.68,1,,13,Active,system,2025-09-25 12:55:10
69,3091,Freestyle Snowboard - 155cm,Ski,3,Alpine Ski House,ALP-3091,476.58,5,10000.0,11,Active,system,2025-10-31 12:55:10
70,3092,All-Mountain Snowboard - 158cm,Ski,3,Alpine Ski House,ALP-3092,591.02,10,10000.0,14,Active,system,2025-10-26 12:55:10
71,3101,Winter Boots - Insulated,Ski,3,Alpine Ski House,ALP-3101,110.98,5,5000.0,15,Active,system,2026-01-05 12:55:10
72,3101,Winter Boots - Insulated,Ski,5,Fabrikam,FAB-3101,110.84,1,5000.0,13,Active,system,2025-11-26 12:55:10
73,3102,Winter Hiking Boots - Waterproof,Ski,3,Alpine Ski House,ALP-3102,164.53,1,10000.0,10,Active,system,2025-10-21 12:55:10
74,3103,Snowboard Bindings - Pro,Ski,3,Alpine Ski House,ALP-3103,214.47,1,1000.0,15,Active,system,2025-12-06 12:55:10
75,3104,Ski Tuning Bench - Portable,Ski,3,Alpine Ski House,ALP-3104,141.5,50,,15,Active,system,2026-01-12 12:55:10
76,3104,Ski Tuning Bench - Portable,Ski,4,Worldwide Importers,WOR-3104,146.56,50,2000.0,20,Active,system,2026-02-02 12:55:10
77,3104,Ski Tuning Bench - Portable,Ski,5,Fabrikam,FAB-3104,144.65,25,500.0,14,Active,system,2025-12-16 12:55:10
